Date,DRP** mg/L P,Flow_gal,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-01-02,,41250000,1,17.3,,,0.52,,,,,,,11,2000,41,7.34,,19.6,
2000-01-03,,41250000,1,18.7,,,0.52,,,,,,,7,2000,41,7.21,,19.5,
2000-01-04,,40310000,1,18.6,,,0.52,,,,,,,12,2000,40,7.22,,20.6,
2000-01-05,,39690000,1,20.7,,,0.52,,,,,,,10,2000,40,7.37,,22.2,
2000-01-06,,39560000,1,21.6,0.02,0.16,0.52,,,,24.4,,0.65,9,2000,40,7.31,,20.1,
2000-01-07,,39940000,1,23.1,,,0.52,,,,,,,11,2000,40,7.09,,21.5,
2000-01-08,,40440000,1,20.8,,,0.52,,,,,,,11,2000,40,7.18,,21.5,
2000-01-09,,40940000,1,20.7,,,0.52,,,,,,,14,2000,41,7.21,,20.9,
2000-01-10,,42870000,1,20.3,,,0.52,,,,,,,12,2000,43,7.19,,20.2,
2000-01-11,,44620000,1,20.9,,,0.52,,,,,,,6,2000,45,7.25,,22,
2000-01-12,,41690000,1,21.7,0.09,0.08,0.52,,,,24.8,,0.7,10,2000,42,7.46,,20.5,
2000-01-13,,40810000,1,20.4,,,0.52,,,,,,,9,2000,41,7.34,,19.4,
2000-01-14,,40310000,1,21.3,,,0.52,,,,,,,8,2000,40,7.44,,19.8,
2000-01-15,,43190000,1,21.5,,,0.52,,,,,,,9,2000,43,7.19,,20.7,
2000-01-16,,48620000,1,20.7,,,0.52,,,,,,,11,2000,49,7.3,,20.3,
2000-01-17,,44560000,1,17.7,,,0.52,,,,,,,10,2000,45,7.47,,20,
2000-01-18,,52000000,1,18.5,,,0.52,,,,,,,8,2000,52,7.08,,20.6,
2000-01-19,,46060000,1,18.5,0.12,0.12,0.52,,,,20.8,,0.5,6,2000,46,7.03,,21.6,
2000-01-20,,44250000,1,18.9,,,0.52,,,,,,,6,2000,44,7.31,,20.5,
2000-01-21,,43560000,1,19.8,,,0.52,,,,,,,6,2000,44,7.36,,20.6,
2000-01-22,,44500000,1,19.9,,,0.52,,,,,,,5,2000,45,7.28,,21.3,
2000-01-23,,65120000,1,19.9,,,0.52,,,,,,,9,2000,65,7.34,,20,
2000-01-24,,122870000,1,15.8,,,0.52,,,,,,,10,2000,123,7.25,,18.2,
2000-01-25,,82620000,1,6.6,0.33,1.49,0.52,,,,9.1,,0.85,9,2000,83,6.65,,19.9,
2000-01-26,,61940000,1,10.8,,,0.52,,,,,,,10,2000,62,7.2,,20,
2000-01-27,,54750000,1,14.1,,,0.52,,,,,,,9,2000,55,7.15,,21.3,
2000-01-28,,53250000,1,17.2,,,0.52,,,,,,,10,2000,53,7.18,,21,
2000-01-29,,51250000,1,17.1,,,0.52,,,,,,,7,2000,51,7.32,,19.5,
2000-01-30,,54120000,1,18.1,,,0.52,,,,,,,6,2000,54,7.34,,20,
2000-01-31,,50380000,1,17.4,,,0.52,,,,,,,10,2000,50,7.08,,19.4,
2000-02-01,,50060000,2,17,0.1,0.3,0.52,,,,19.2,,,6,2000,50,7.12,,20,
2000-02-02,,46750000,2,19.3,,,0.52,,,,,,,8,2000,47,6.91,,20.3,
2000-02-03,,46940000,2,19.7,,,0.52,,,,,,,6,2000,47,7.34,,19.3,
2000-02-04,,46620000,2,21.4,,,0.52,,,,,,,11,2000,47,7.1,,20,
2000-02-05,,47190000,2,19.8,,,0.52,,,,,,,8,2000,47,7.2,,19.6,
2000-02-06,,48000000,2,18.6,,,0.52,,,,,,,8,2000,48,7.17,,19.2,
2000-02-07,,46060000,2,18,0.2,0.27,0.52,,,,20.9,,0.67,9,2000,46,7.24,,20.6,
2000-02-08,,43810000,2,18.2,,,0.52,,,,,,,9,2000,44,7.25,,21.5,
2000-02-09,,46000000,2,19.3,,,0.52,,,,,,,8,2000,46,7.21,,20.6,
2000-02-10,,49560000,2,19.9,,,0.52,,,,,,,6,2000,50,7.2,,20,
2000-02-11,,64690000,2,21.1,,,0.52,,,,,,,8,2000,65,7.35,,19.9,
2000-02-12,,80690000,2,18.5,,,0.52,,,,,,,10,2000,81,6.93,,18,
2000-02-13,,106940000,2,9.7,,,0.52,,,,,,,11,2000,107,7.12,,18,
2000-02-14,,124000000,2,10.1,,,0.52,,,,,,,12,2000,124,7.12,,17.7,
2000-02-15,,104690000,2,6.3,,,0.52,,,,,,,15,2000,105,7.16,,19.3,
2000-02-16,,87690000,2,8.4,,,0.52,,,,,,,12,2000,88,7.16,,17.5,
2000-02-17,,70370000,2,10.5,0.57,0.39,0.52,,,,13.3,,1.53,19,2000,70,7.2,,18,
2000-02-18,,63190000,2,12,,,0.52,,,,,,,13,2000,63,7.3,,19,
2000-02-19,,59380000,2,14,,,0.52,,,,,,,9,2000,59,7.12,,19.7,
2000-02-20,,58940000,2,14,,,0.52,,,,,,,10,2000,59,7.2,,20,
2000-02-21,,61370000,2,13.5,,,0.52,,,,,,,7,2000,61,7.2,,19,
2000-02-22,,64370000,2,12.8,,,0.52,,,,,,,10,2000,64,7.42,,19.8,
2000-02-23,,94690000,2,13.8,,,0.52,,,,,,,10,2000,95,7.15,,18,
2000-02-24,,72810000,2,8,0.7,1.2,0.52,,,,10.1,,1.2,9,2000,73,7.09,,18,
2000-02-25,,66440000,2,10.8,,,0.52,,,,,,,8,2000,66,7.41,,18.5,
2000-02-26,,64000000,2,11.9,,,0.52,,,,,,,9,2000,64,7.41,,20.2,
2000-02-27,,88810000,2,13.2,,,0.52,,,,,,,11,2000,89,7.06,,18.8,
2000-02-28,,72560000,2,10.5,,,0.52,,,,,,,11,2000,73,7.4,,19,
2000-02-29,,68250000,2,8.3,,,0.52,,,,,,,7,2000,68,7.4,,19,
2000-03-01,,68250000,3,12.8,0.45,0.7,0.52,,,,15.4,,1.27,10,2000,68,7.16,,20,
2000-03-02,,64870000,3,14.5,,,0.52,,,,,,,9,2000,65,7.36,,19,
2000-03-03,,63560000,3,14.1,,,0.52,,,,,,,11,2000,64,7.26,,19.9,
2000-03-04,,63370000,3,12.9,,,0.52,,,,,,,9,2000,63,7.28,,20.4,
2000-03-05,,77310000,3,13.8,,,0.52,,,,,,,9,2000,77,7.21,,17.2,
2000-03-06,,66560000,3,11,0.4,0.36,0.52,,,,13.5,,1.25,5,2000,67,7.38,,18.5,
2000-03-07,,62440000,3,12.9,,,0.52,,,,,,,7,2000,62,7.36,,18.4,
2000-03-08,,70250000,3,13.2,,,0.52,,,,,,,10,2000,70,7.31,,16.7,
2000-03-09,,75000000,3,12.9,,,0.52,,,,,,,10,2000,75,7.2,,18.5,
2000-03-10,,68690000,3,10.6,,,0.52,,,,,,,10,2000,69,7.41,,18.8,
2000-03-11,,63940000,3,12.7,,,0.52,,,,,,,12,2000,64,7.32,,20.4,
2000-03-12,,62250000,3,13.3,,,0.52,,,,,,,13,2000,62,7.34,,20.5,
2000-03-13,,58440000,3,13,,,0.52,,,,,,,9,2000,58,7.37,,19.7,
2000-03-14,,57690000,3,13.3,0.55,0.26,0.52,,,,15.8,,1.69,9,2000,58,7.46,,20.6,
2000-03-15,,55000000,3,14.2,,,0.52,,,,,,,7,2000,55,7.48,,21.3,
2000-03-16,,55120000,3,15.4,,,0.52,,,,,,,13,2000,55,7.53,,20.4,
2000-03-17,,52940000,3,15.3,,,0.52,,,,,,,10,2000,53,7.38,,22,
2000-03-18,,53060000,3,16.6,,,0.52,,,,,,,8,2000,53,7.4,,22.2,
2000-03-19,,53440000,3,16,,,0.52,,,,,,,13,2000,53,7.47,,21.5,
2000-03-20,,51370000,3,13.8,0.78,0.42,0.52,,,,15.8,,1.31,6,2000,51,7.39,,20,
2000-03-21,,50310000,3,16,,,0.52,,,,,,,7,2000,50,7.1,,23,
2000-03-22,,48620000,3,17.2,,,0.52,,,,,,,6,2000,49,7.75,,21,
2000-03-23,,48310000,3,17,,,0.52,,,,,,,4,2000,48,7.3,,20.7,
2000-03-24,,48370000,3,17.5,,,0.52,,,,,,,8,2000,48,7.05,,20.9,
2000-03-25,,48810000,3,17,,,0.52,,,,,,,6,2000,49,7.26,,20.3,
2000-03-26,,49120000,3,16.4,,,0.52,,,,,,,10,2000,49,7.37,,21.5,
2000-03-27,,48250000,3,16.8,,,0.52,,,,,,,28,2000,48,7.38,,19.6,
2000-03-28,,0,3,16.2,,,0.52,,,,,,,11,2000,,7.4,,20.1,
2000-03-29,,52060000,3,17,0.68,0.78,0.52,,,,,,1.04,9,2000,52,7.4,,22,
2000-03-30,,47940000,3,18.4,,,0.52,,,,,,,10,2000,48,7.57,,23,
2000-03-31,,49310000,3,16.7,,,0.52,,,,,,,7,2000,49,7.57,,21.1,
2000-04-01,,49370000,4,18.3,,,0.52,,,,,,,8,2000,49,7.39,,21.8,
2000-04-02,,50190000,4,15.4,,,0.52,,,,,,,12,2000,50,7.36,,23.7,
2000-04-03,,48500000,4,14.8,1.01,0.82,0.52,,,,17.1,,0.44,9,2000,49,7.45,,21.9,
2000-04-04,,46310000,4,15.7,,,0.52,,,,,,,11,2000,46,7.39,,21.7,
2000-04-05,,47560000,4,17.7,,,0.52,,,,,,,9,2000,48,7.54,,21.2,
2000-04-06,,47870000,4,17.6,,,0.52,,,,,,,8,2000,48,7.51,,21.4,
2000-04-07,,48310000,4,15.6,,,0.52,,,,,,,8,2000,48,7.49,,21.5,
2000-04-08,,48250000,4,14.8,,,0.52,,,,,,,6,2000,48,7.48,,22,
2000-04-09,,49120000,4,13.7,,,0.52,,,,,,,15,2000,49,7.37,,22.2,
2000-04-10,,46500000,4,13.2,,,0.52,,,,,,,15,2000,47,7.44,,21.6,
2000-04-11,,46060000,4,15.5,0.68,1.44,0.52,,,,17.7,,0.57,10,2000,46,7.51,,23,
2000-04-12,,46120000,4,16.9,,,0.52,,,,,,,6,2000,46,7.62,,23,
2000-04-13,,52310000,4,16.7,,,0.52,,,,,,,10,2000,52,7.45,,23,
2000-04-14,,53440000,4,17.5,,,0.52,,,,,,,8,2000,53,7.35,,22.5,
2000-04-15,,47120000,4,16.8,,,0.52,,,,,,,9,2000,47,7.54,,22.2,
2000-04-16,,48120000,4,17.3,,,0.52,,,,,,,11,2000,48,7.43,,22,
2000-04-17,,51060000,4,13.3,,,0.52,,,,,,,5,2000,51,7.35,,20,
2000-04-18,,48560000,4,14.4,0.82,1.53,0.52,,,,16.8,,0.92,8,2000,49,7.54,,21,
2000-04-19,,47620000,4,12.8,,,0.52,,,,,,,7,2000,48,7.63,,22,
2000-04-20,,49690000,4,,,,0.52,,,,,,,,2000,50,7.53,,21,
2000-04-21,,61810000,4,14.5,,,0.52,,,,,,,10,2000,62,7.5,,21.8,
2000-04-22,,57500000,4,15.1,,,0.52,,,,,,,8,2000,58,7.24,,21.2,
2000-04-23,,51810000,4,12.5,,,0.52,,,,,,,7,2000,52,7.36,,22,
2000-04-24,,48690000,4,14,0.78,1.74,0.52,,,,16.6,,1.3,13,2000,49,7.36,,22.1,
2000-04-25,,47310000,4,14.7,,,0.52,,,,,,,11,2000,47,7.39,,21.5,
2000-04-26,,46750000,4,15.6,,,0.52,,,,,,,13,2000,47,7.4,,22.5,
2000-04-27,,47310000,4,16.1,,,0.52,,,,,,,16,2000,47,7.52,,21.4,
2000-04-28,,46810000,4,16.6,,,0.52,,,,,,,17,2000,47,7.38,,21.4,
2000-04-29,,44560000,4,17.2,,,0.52,,,,,,,13,2000,45,7.15,,22,
2000-04-30,,48940000,4,15.7,,,0.52,,,,,,,14,2000,49,7.42,,23.8,
2000-05-01,,47620000,5,16,0.74,1.65,0.52,,,,19.2,,1.85,15,2000,48,7.5,,22.5,
2000-05-02,,47690000,5,15.6,,,0.52,,,,,,,14,2000,48,7.55,,22.8,
2000-05-03,,45940000,5,16.9,,,0.52,,,,,,,9,2000,46,7.29,,22.8,
2000-05-04,,43750000,5,17.8,,,0.52,,,,,,,10,2000,44,7.2,,22.6,
2000-05-05,,44000000,5,16.9,,,0.52,,,,,,,15,2000,44,7.36,,22,
2000-05-06,,46880000,5,16.4,,,0.52,,,,,,,11,2000,47,7.21,,22,
2000-05-07,,51620000,5,16.2,,,0.52,,,,,,,9,2000,52,7.13,,21,
2000-05-08,,51620000,5,16.3,,,0.52,,,,,,,11,2000,52,7.41,,22,
2000-05-09,,49060000,5,16.3,1.34,2.85,0.52,,,,18.8,,0.58,10,2000,49,7.38,,22.3,
2000-05-10,,47750000,5,13.9,,,0.52,,,,,,,8,2000,48,7.19,,21.6,
2000-05-11,,46690000,5,14.4,,,0.52,,,,,,,10,2000,47,7.03,,21.4,
2000-05-12,,47440000,5,14.6,,,0.52,,,,,,,11,2000,47,7.17,,21.5,
2000-05-13,,48310000,5,14.1,,,0.52,,,,,,,10,2000,48,7.24,,21.8,
2000-05-14,,50000000,5,13.7,,,0.52,,,,,,,14,2000,50,,,,
2000-05-15,,50690000,5,13.3,,,0.52,,,,,,,14,2000,51,7.12,,21.6,
2000-05-16,,45310000,5,12.4,0.94,3.9,0.52,,,,15,,0.95,8,2000,45,6.93,,22.1,
2000-05-17,,46310000,5,18,,,0.52,,,,,,,9,2000,46,7.27,,22.6,
2000-05-18,,43750000,5,18.6,,,0.52,,,,,,,10,2000,44,7.18,,23.7,
2000-05-19,,44060000,5,22.4,,,0.52,,,,,,,23,2000,44,7.23,,24.5,
2000-05-20,,44810000,5,14.2,,,0.52,,,,,,,9,2000,45,7.04,,23.9,
2000-05-21,,44870000,5,18.7,,,0.52,,,,,,,13,2000,45,6.98,,25,
2000-05-22,,44310000,5,19,,,0.52,,,,,,,13,2000,44,7.2,,25.5,
2000-05-23,,43190000,5,14.6,0.24,0.23,0.52,,,,16.4,,1.09,8,2000,43,7.31,,25,
2000-05-24,,44560000,5,15.8,,,0.52,,,,,,,24,2000,45,7.26,,25,
2000-05-25,,43060000,5,15.3,,,0.52,,,,,,,11,2000,43,7.34,,23.1,
2000-05-26,,43310000,5,19.5,,,0.52,,,,,,,11,2000,43,7.28,,23.9,
2000-05-27,,43310000,5,17,,,0.52,,,,,,,10,2000,43,6.86,,24.2,
2000-05-28,,41560000,5,17.5,,,0.52,,,,,,,11,2000,42,6.87,,24.5,
2000-05-29,,44560000,5,15.9,,,0.52,,,,,,,10,2000,45,7.33,,23.6,
2000-05-30,,44440000,5,17.9,,,0.52,,,,,,,10,2000,44,7.09,,23.5,
2000-05-31,,43190000,5,17,0.55,0.83,0.52,,,,20.1,,0.7,8,2000,43,7.31,,24.2,
2000-06-01,,41250000,6,21.3,,,0.52,,,,,,,9,2000,41,7.29,,24.7,
2000-06-02,,41500000,6,23.6,,,0.52,,,,,,,10,2000,42,7.33,,24.1,
2000-06-03,,42400000,6,23.6,,,0.52,,,,,,,9,2000,42,6.45,,23.8,
2000-06-04,,43800000,6,17.2,,,0.52,,,,,,,10,2000,44,6.9,,24,
2000-06-05,,44000000,6,16.6,,,0.52,,,,,,,12,2000,44,6.9,,24.5,
2000-06-06,,44900000,6,16.5,1.55,1.5,0.52,,,,19.2,,0.86,12,2000,45,7.08,,25,
2000-06-07,,44500000,6,17.6,,,0.52,,,,,,,12,2000,45,7.25,,24,
2000-06-08,,44200000,6,17.9,,,0.52,,,,,,,12,2000,44,7.43,,23.5,
2000-06-09,,42200000,6,18.7,,,0.52,,,,,,,10,2000,42,7.33,,23.5,
2000-06-10,,42200000,6,17.1,,,0.52,,,,,,,12,2000,42,7.33,,24.2,
2000-06-11,,43100000,6,17.5,,,0.52,,,,,,,13,2000,43,7.02,,24.5,
2000-06-12,,41300000,6,17.2,1.23,1.55,0.52,,,,19.9,,1.23,8,2000,41,7.15,,25,
2000-06-13,,41400000,6,16.8,,,0.52,,,,,,,8,2000,41,7.39,,25.5,
2000-06-14,,40500000,6,19.2,,,0.52,,,,,,,10,2000,41,7.52,,26.7,
2000-06-15,,42300000,6,19.8,,,0.52,,,,,,,10,2000,42,7.39,,25.9,
2000-06-16,,42250000,6,18.8,,,0.52,,,,,,,9,2000,42,7.26,,24.8,
2000-06-17,,42250000,6,18.1,,,0.52,,,,,,,11,2000,42,7.14,,24.6,
2000-06-18,,41500000,6,18.1,,,0.52,,,,,,,12,2000,42,7.1,,24,
2000-06-19,,41310000,6,18,0.2,1.3,0.52,,,,20.6,,,10,2000,41,7.21,,24.5,
2000-06-20,,41310000,6,18.4,,,0.52,,,,,,,8,2000,41,7.37,,25.5,
2000-06-21,,40630000,6,18.3,,,0.52,,,,,,,8,2000,41,7.21,,25.6,
2000-06-22,,41870000,6,18.4,,,0.52,,,,,,,10,2000,42,7.31,,25.4,
2000-06-23,,40560000,6,18.3,,,0.52,,,,,,,8,2000,41,7.23,,24.6,
2000-06-24,,40810000,6,19,,,0.52,,,,,,,11,2000,41,7.27,,24.9,
2000-06-25,,40120000,6,18,,,0.52,,,,,,,16,2000,40,7.2,,25,
2000-06-26,,40630000,6,16.6,1.71,1.85,0.52,,,,19.6,,1.2,14,2000,41,7.31,,24.4,
2000-06-27,,40500000,6,18.2,,,0.52,,,,,,,12,2000,41,7.3,,25.1,
2000-06-28,,41400000,6,20.1,,,0.52,,,,,,,21,2000,41,7.33,,25.5,
2000-06-29,,41370000,6,21.5,,,0.52,,,,,,,14,2000,41,7.3,,25.2,
2000-06-30,,40560000,6,21.6,,,0.52,,,,,,,12,2000,41,7.41,,25,
2000-07-01,,39440000,7,20.2,,,0.52,,,,,,,9,2000,39,7.14,,24.7,
2000-07-02,,38940000,7,20.1,,,0.52,,,,,,,9,2000,39,7.17,,24.7,
2000-07-03,,39310000,7,19.4,,,0.52,,,,,,,8,2000,39,7.22,,23.5,
2000-07-04,,40940000,7,19.5,,,0.52,,,,,,,9,2000,41,7.21,,24.6,
2000-07-05,,41060000,7,18.8,1.06,0.07,0.52,,,,21.2,,0.72,11,2000,41,7.27,,24,
2000-07-06,,40500000,7,15.6,,,0.52,,,,,,,5,2000,41,7.38,,24,
2000-07-07,,40810000,7,18.7,,,0.52,,,,,,,8,2000,41,7.36,,24.1,
2000-07-08,,41000000,7,18,,,0.52,,,,,,,10,2000,41,7.27,,25,
2000-07-09,,41000000,7,15.4,,,0.52,,,,,,,13,2000,41,7.17,,26,
2000-07-10,,41370000,7,15.9,,,0.52,,,,,,,9,2000,41,7.21,,24.5,
2000-07-11,,43370000,7,16.2,2.5,0.18,0.52,,,,18.7,,1.07,9,2000,43,7.21,,24.9,
2000-07-12,,43440000,7,17.4,,,0.52,,,,,,,9,2000,43,7.26,,24.7,
2000-07-13,,43000000,7,17.6,,,0.52,,,,,,,10,2000,43,7.35,,25,
2000-07-14,,42120000,7,16.3,,,0.52,,,,,,,8,2000,42,7.27,,25.1,
2000-07-15,,41440000,7,17.1,,,0.52,,,,,,,8,2000,41,7.35,,25.1,
2000-07-16,,41440000,7,15.4,,,0.52,,,,,,,10,2000,41,7.21,,24.5,
2000-07-17,,40690000,7,15.7,,,0.52,,,,,,,13,2000,41,7.23,,24.6,
2000-07-18,,40870000,7,15.7,2.54,1.64,0.52,,,,18.3,,0.86,8,2000,41,7.24,,25.3,
2000-07-19,,40560000,7,16.9,,,0.52,,,,,,,8,2000,41,7.32,,24.9,
2000-07-20,,40750000,7,17,,,0.52,,,,,,,6,2000,41,7.34,,25.3,
2000-07-21,,40560000,7,17.4,,,0.52,,,,,,,8,2000,41,7.39,,25,
2000-07-22,,41690000,7,17.4,,,0.52,,,,,,,9,2000,42,7.37,,25.4,
2000-07-23,,41060000,7,16.3,,,0.52,,,,,,,11,2000,41,7.32,,25.5,
2000-07-24,,40500000,7,15.7,,,0.52,,,,,,,10,2000,41,7.23,,25.7,
2000-07-25,,39690000,7,16.4,1.28,1.9,0.52,,,,19,,1.14,9,2000,40,7.36,,24.9,
2000-07-26,,40690000,7,17.2,,,0.52,,,,,,,11,2000,41,7.38,,25.4,
2000-07-27,,40690000,7,18.3,,,0.52,,,,,,,12,2000,41,7.38,,25.4,
2000-07-28,,40690000,7,18.6,,,0.52,,,,,,,13,2000,41,7.32,,25.7,
2000-07-29,,41250000,7,18.2,,,0.52,,,,,,,12,2000,41,7.38,,26.1,
2000-07-30,,40500000,7,17.4,,,0.52,,,,,,,14,2000,41,7.23,,26.3,
2000-07-31,,41060000,7,16.9,,,0.52,,,,,,,15,2000,41,7.19,,26.2,
2000-08-01,,38750000,8,17.1,,,0.52,,,,,,,11,2000,39,7.4,,26,
2000-08-02,,41120000,8,18.3,,,0.52,,,,,,,9,2000,41,7.32,,26.8,
2000-08-03,,41120000,8,18.7,0.96,2.04,0.52,,,,21.4,,0.96,10,2000,41,7.41,,26,
2000-08-04,,40370000,8,18.1,,,0.52,,,,,,,11,2000,40,7.13,,25.7,
2000-08-05,,40310000,8,17.4,,,0.52,,,,,,,10,2000,40,7.15,,26.2,
2000-08-06,,40810000,8,17.1,,,0.52,,,,,,,13,2000,41,7.17,,26.6,
2000-08-07,,39250000,8,16.2,,,0.52,,,,,,,11,2000,39,7.24,,25.4,
2000-08-08,,40000000,8,16.2,1.33,4.5,0.52,,,,19.6,,1.44,11,2000,40,7.29,,25.4,
2000-08-09,,38690000,8,20.1,,,0.52,,,,,,,9,2000,39,7.3,,25.4,
2000-08-10,,38870000,8,19.2,,,0.52,,,,,,,10,2000,39,7.29,,25.6,
2000-08-11,,39810000,8,21.7,,,0.52,,,,,,,11,2000,40,7.38,,25.8,
2000-08-12,,39370000,8,20.9,,,0.52,,,,,,,9,2000,39,7.4,,26,
2000-08-13,,40120000,8,19.8,,,0.52,,,,,,,10,2000,40,7.11,,26.2,
2000-08-14,,39370000,8,19.4,,,0.52,,,,,,,9,2000,39,7.05,,26.5,
2000-08-15,,39750000,8,20,,,0.52,,,,,,,8,2000,40,7.43,,26.4,
2000-08-16,,40310000,8,21.4,,,0.52,,,,,,,11,2000,40,7.3,,26.6,
2000-08-17,,40750000,8,21,0.18,,0.52,,,,23.8,,1.68,11,2000,41,7.33,,26.5,
2000-08-18,,39620000,8,21.2,,,0.52,,,,,,,12,2000,40,7.26,,26,
2000-08-19,,40000000,8,20.4,,,0.52,,,,,,,10,2000,40,7.08,,26,
2000-08-20,,40310000,8,17.1,,,0.52,,,,,,,8,2000,40,7.16,,26,
2000-08-21,,40060000,8,19.6,0.3,0.6,0.52,,,,22,,1.4,8,2000,40,7.21,,26.3,
2000-08-22,,38870000,8,19.2,,,0.52,,,,,,,11,2000,39,7.2,,26.8,
2000-08-23,,39810000,8,19.7,,,0.52,,,,,,,9,2000,40,7.21,,25.2,
2000-08-24,,39560000,8,18.6,,,0.52,,,,,,,8,2000,40,7.38,,25.4,
2000-08-25,,40120000,8,,,,0.52,,,,,,,11,2000,40,7.21,,26.4,
2000-08-26,,40810000,8,20,,,0.52,,,,,,,11,2000,41,7.41,,26.2,
2000-08-27,,39560000,8,18.8,,,0.52,,,,,,,11,2000,40,7.22,,25.5,
2000-08-28,,0,8,18.5,,,0.52,,,,,,,12,2000,,7.13,,25.8,
2000-08-29,,40560000,8,18.3,,,0.52,,,,,,,11,2000,41,7.36,,25,
2000-08-30,,41060000,8,19.4,,,0.52,,,,,,,9,2000,41,7.43,,23.8,
2000-08-31,,41750000,8,22,0.51,0.78,0.52,,,,24.8,,1,9,2000,42,7.35,,25.5,
2000-09-01,,43120000,9,21.6,,,0.52,,,,,,,9,2000,43,7.29,,24.9,
2000-09-02,,42440000,9,22.1,,,0.52,,,,,,,11,2000,42,7.48,,25.4,
2000-09-03,,40120000,9,20.9,,,0.52,,,,,,,12,2000,40,7.26,,25.1,
2000-09-04,,43560000,9,20.8,,,0.52,,,,,,,9,2000,44,7.25,,25.5,
2000-09-05,,40310000,9,21.4,,,0.52,,,,,,,8,2000,40,7.29,,25.5,
2000-09-06,,41120000,9,20.3,,,0.52,,,,,,,7,2000,41,7.03,,25.8,
2000-09-07,,40000000,9,22.6,0.04,,0.52,,,,24.8,,1.4,7,2000,40,7.35,,26.9,
2000-09-08,,39750000,9,21.6,,,0.52,,,,,,,8,2000,40,7.34,,25.6,
2000-09-09,,41310000,9,22.1,,,0.52,,,,,,,7,2000,41,7.29,,26.3,
2000-09-10,,41190000,9,21.4,,,0.52,,,,,,,9,2000,41,7.26,,25.8,
2000-09-11,,41250000,9,20.1,,,0.52,,,,,,,8,2000,41,7.17,,26,
2000-09-12,,40000000,9,21.1,,,0.52,,,,,,,7,2000,40,7.32,,26.1,
2000-09-13,,41000000,9,22,,,0.52,,,,,,,6,2000,41,7.31,,26.6,
2000-09-14,,40560000,9,21.4,0.53,0.66,0.52,,,,23.8,,1.14,7,2000,41,7.35,,26,
2000-09-15,,40690000,9,21,,,0.52,,,,,,,6,2000,41,7.25,,26.1,
2000-09-16,,40060000,9,20.8,,,0.52,,,,,,,5,2000,40,7.19,,26.8,
2000-09-17,,40870000,9,20.4,,,0.52,,,,,,,8,2000,41,7.26,,27.9,
2000-09-18,,42750000,9,19.6,,,0.52,,,,,,,6,2000,43,7.21,,26.5,
2000-09-19,,39060000,9,19.8,,,0.52,,,,,,,7,2000,39,7.3,,26.8,
2000-09-20,,41190000,9,20.7,,,0.52,,,,,,,6,2000,41,7.2,,26.9,
2000-09-21,,39120000,9,23.1,0.6,0.48,0.52,,,,25.3,,1.16,5,2000,39,7.13,,25.5,
2000-09-22,,40630000,9,20.4,,,0.52,,,,,,,5,2000,41,7.26,,25.2,
2000-09-23,,40630000,9,20.6,,,0.52,,,,,,,7,2000,41,7.21,,26,
2000-09-24,,40250000,9,19.3,,,0.52,,,,,,,6,2000,40,7.28,,26,
2000-09-25,,40190000,9,18.4,,,0.52,,,,,,,5,2000,40,7.17,,26.4,
2000-09-26,,39690000,9,16.2,0.83,0.7,0.52,,,,18.5,,0.92,3,2000,40,7.26,,25.5,
2000-09-27,,39370000,9,19.2,,,0.52,,,,,,,3,2000,39,7.24,,25.5,
2000-09-28,,38440000,9,20.1,,,0.52,,,,,,,4,2000,38,7.2,,25,
2000-09-29,,39560000,9,20.8,,,0.52,,,,,,,4,2000,40,7.25,,26,
2000-09-30,,40370000,9,17.3,,,0.52,,,,,,,5,2000,40,7.35,,26,
2000-10-01,,39750000,10,19.2,,,0.52,,,,,,,8,2000,40,7.32,,26.6,
2000-10-02,,42190000,10,17.5,,,0.52,,,,,,,2,2000,42,7.17,,25.8,
2000-10-03,,40190000,10,17.5,,,0.52,,,,,,,6,2000,40,7.29,,25.4,
2000-10-04,,39370000,10,21.1,,,0.52,,,,,,,6,2000,39,7.27,,25.2,
2000-10-05,,38940000,10,20.9,1,0.86,0.52,,,,23.9,,0.94,6,2000,39,7.14,,25.4,
2000-10-06,,39620000,10,19.5,,,0.52,,,,,,,5,2000,40,7.23,,25.2,
2000-10-07,,39560000,10,20.4,,,0.52,,,,,,,6,2000,40,7.34,,24.9,
2000-10-08,,39560000,10,19.8,,,0.52,,,,,,,5,2000,40,7.17,,25.2,
2000-10-09,,40440000,10,18.8,,,0.52,,,,,,,5,2000,40,7.15,,24.4,
2000-10-10,,40440000,10,18.5,0.86,1.34,0.52,,,,21.2,,0.88,5,2000,40,7.23,,23.7,
2000-10-11,,40370000,10,19.2,,,0.52,,,,,,,7,2000,40,7.29,,23.5,
2000-10-12,,39690000,10,19.5,,,0.52,,,,,,,6,2000,40,7.33,,24,
2000-10-13,,39620000,10,19.3,,,0.52,,,,,,,7,2000,40,7.29,,24.5,
2000-10-14,,40190000,10,19,,,0.52,,,,,,,6,2000,40,7.35,,24.6,
2000-10-15,,40690000,10,17.9,,1.57,0.52,,,,,,,7,2000,41,7.1,,25.4,
2000-10-16,,41370000,10,17.1,0.9,1.36,0.52,,,,,,,7,2000,41,7.16,,24.9,
