Date,DRP** mg/L P,Flow_gal,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2005-10-15,,38350000,10,22.4,,,0.52,,,,,,,7,2005,38,7.25,,23,
2005-10-16,,37790000,10,22.4,,,0.52,,,,,,,8,2005,38,7.2,,25.2,
2005-10-17,,38840000,10,21.3,,,0.52,,,,,,,8,2005,39,7.39,,24.1,
2005-10-18,,37650000,10,20.9,,,0.52,,,,,,,8,2005,38,7.46,,24.1,
2005-10-19,,36590000,10,22,,,0.52,,,,,,,7,2005,37,7.51,,23.2,
2005-10-20,,38320000,10,24,0.25,0.77,0.52,,,,26.3,,0.93,7,2005,38,7.51,,24,
2005-10-21,,38550000,10,25.1,,,0.52,,,,,,,5,2005,39,7.41,,23.7,
2005-10-22,,39920000,10,23.1,,,0.52,,,,,,,6,2005,40,7.53,,23.1,
2005-10-23,,40000000,10,23.4,,,0.52,,,,,,,8,2005,40,7.35,,24.3,
2005-10-24,,40160000,10,21.7,,,0.52,,,,,,,7,2005,40,7.37,,23,
2005-10-25,,37290000,10,21.3,,,0.52,,,,,,,5,2005,37,7.52,,24.5,
2005-10-26,,38390000,10,23.1,0.71,0.43,0.52,,,,25.5,,0.52,4,2005,38,7.5,,23,
2005-10-27,,39440000,10,23,,,0.52,,,,,,,4,2005,39,7.51,,23.2,
2005-10-28,,39660000,10,22.4,,,0.52,,,,,,,4,2005,40,7.46,,23.1,
2005-10-29,,40370000,10,23.3,,,0.52,,,,,,,5,2005,40,7.66,,23.3,
2005-10-30,,41800000,10,20.9,,,0.52,,,,,,,7,2005,42,7.37,,23.9,
2005-10-31,,39570000,10,19.6,,,0.52,,,,,,,6,2005,40,7.31,,23.8,
2005-11-01,,38450000,11,19.9,0.9,0.62,0.52,,,,22.5,,0.8,7,2005,38,7.38,,23.4,
2005-11-02,,37860000,11,22.4,,,0.52,,,,,,,6,2005,38,7.42,,23,
2005-11-03,,39450000,11,22.3,,,0.52,,,,,,,6,2005,39,7.42,,23.2,
2005-11-04,,38190000,11,22.5,,,0.52,,,,,,,7,2005,38,7.4,,23.2,
2005-11-05,,38340000,11,22,,,0.52,,,,,,,6,2005,38,7.42,,23,
2005-11-06,,39870000,11,20.5,,,0.52,,,,,,,8,2005,40,7.38,,22.1,
2005-11-07,,37690000,11,19,,,0.52,,,,,,,6,2005,38,7.41,,23.3,
2005-11-08,,41360000,11,18.6,1.03,0.77,0.52,,,,21.1,,0.66,7,2005,41,7.44,,22.6,
2005-11-09,,39240000,11,18.4,,,0.52,,,,,,,5,2005,39,7.44,,23.3,
2005-11-10,,40280000,11,19.4,,,0.52,,,,,,,6,2005,40,7.26,,23,
2005-11-11,,40460000,11,19.6,,,0.52,,,,,,,6,2005,40,7.3,,22.2,
2005-11-12,,39590000,11,21.1,,,0.52,,,,,,,6,2005,40,7.3,,23,
2005-11-13,,38200000,11,21.7,,,0.52,,,,,,,7,2005,38,7.27,,24,
2005-11-14,,38960000,11,20.6,0.71,1.08,0.52,,,,22.8,,0.67,5,2005,39,7.42,,23.3,
2005-11-15,,37810000,11,19.6,,,0.52,,,,,,,5,2005,38,7.46,,23.1,
2005-11-16,,37740000,11,22.7,,,0.52,,,,,,,4,2005,38,7.51,,23.4,
2005-11-17,,36770000,11,23.2,,,0.52,,,,,,,6,2005,37,7.39,,23.4,
2005-11-18,,37060000,11,22.5,,,0.52,,,,,,,9,2005,37,7.31,,23.2,
2005-11-19,,38630000,11,21.8,,,0.52,,,,,,,6,2005,39,7.48,,22.1,
2005-11-20,,38010000,11,19.9,,,0.52,,,,,,,6,2005,38,7.36,,22.9,
2005-11-21,,36950000,11,17.9,0.88,0.94,0.52,,,,20.6,,0.82,8,2005,37,7.45,,22.5,
2005-11-22,,36270000,11,17.9,,,0.52,,,,,,,7,2005,36,7.42,,22.7,
2005-11-23,,38220000,11,20.5,,,0.52,,,,,,,6,2005,38,7.45,,22.7,
2005-11-24,,38110000,11,20.3,,,0.52,,,,,,,11,2005,38,7.41,,22.1,
2005-11-25,,38460000,11,17.8,,,0.52,,,,,,,10,2005,38,7.2,,23.7,
2005-11-26,,38200000,11,19.9,,,0.52,,,,,,,10,2005,38,7.53,,21.4,
2005-11-27,,40770000,11,21.2,,,0.52,,,,,,,10,2005,41,7.4,,22.3,
2005-11-28,,40570000,11,20.3,,,0.52,,,,,,,11,2005,41,7.46,,21,
2005-11-29,,42520000,11,20.2,,,0.52,,,,,,,10,2005,43,7.45,,21.3,
2005-11-30,,39590000,11,20.7,,,0.52,,,,,,,8,2005,40,7.49,,21.4,
2005-12-01,,56320000,12,22.8,,,0.52,,,,,,,9,2005,56,7.49,,21.8,
2005-12-02,,48810000,12,19.7,,,0.52,,,,,,,12,2005,49,7.55,,20.2,
2005-12-03,,43060000,12,16.7,,,0.52,,,,,,,9,2005,43,7.5,,20.7,
2005-12-04,,41670000,12,20,,,0.52,,,,,,,10,2005,42,7.53,,21.4,
2005-12-05,,40760000,12,20.2,,,0.52,,,,,,,10,2005,41,7.53,,20.6,
2005-12-06,,39920000,12,20.6,,,0.52,,,,,,,8,2005,40,7.56,,20.7,
2005-12-07,,40010000,12,22.8,0.2,1.22,0.52,,,,25,,0.9,8,2005,40,7.47,,20.4,
2005-12-08,,39730000,12,23.3,,,0.52,,,,,,,8,2005,40,7.56,,21.2,
2005-12-09,,39320000,12,22.8,,,0.52,,,,,,,10,2005,39,7.46,,21.6,
2005-12-10,,39700000,12,23.2,,,0.52,,,,,,,10,2005,40,7.32,,20.5,
2005-12-11,,40940000,12,23.4,,,0.52,,,,,,,11,2005,41,7.26,,21.5,
2005-12-12,,38290000,12,22.2,0.1,1.2,0.52,,,,25.2,,1.38,11,2005,38,7.38,,21,
2005-12-13,,39740000,12,21.2,,,0.52,,,,,,,8,2005,40,7.54,,21,
2005-12-14,,37650000,12,23.6,,,0.52,,,,,,,10,2005,38,7.49,,21.3,
2005-12-15,,37020000,12,23.9,,,0.52,,,,,,,9,2005,37,7.28,,21.1,
2005-12-16,,36420000,12,22.7,,,0.52,,,,,,,10,2005,36,7.52,,19.7,
2005-12-17,,37680000,12,23.5,,,0.52,,,,,,,12,2005,38,7.57,,20.4,
2005-12-18,,73200000,12,21.7,,,0.52,,,,,,,20,2005,73,7.18,,18.8,
2005-12-19,,66580000,12,11.8,0.16,1.32,0.52,,,,15.2,,1.31,26,2005,67,7.38,,19.9,
2005-12-20,,52260000,12,12.3,,,0.52,,,,,,,9,2005,52,7.38,,19.6,
2005-12-21,,58780000,12,15.7,,,0.52,,,,,,,9,2005,59,7.35,,20.4,
2005-12-22,,71760000,12,15.9,,,0.52,,,,,,,9,2005,72,7.34,,20.4,
2005-12-23,,65330000,12,12.2,,,0.52,,,,,,,10,2005,65,7.38,,20.1,
2005-12-24,,57930000,12,13.7,,,0.52,,,,,,,8,2005,58,7.53,,20.5,
2005-12-25,,53380000,12,14.5,,,0.52,,,,,,,10,2005,53,7.36,,20.8,
2005-12-26,,71110000,12,15.7,,,0.52,,,,,,,8,2005,71,7.25,,19.9,
2005-12-27,,60230000,12,12.6,0.14,1.54,0.52,,,,15.4,,1.56,16,2005,60,7.43,,20,
2005-12-28,,64690000,12,14,,,0.52,,,,,,,11,2005,65,7.34,,20.4,
2005-12-29,,61580000,12,12.9,,,0.52,,,,,,,7,2005,62,7.45,,20.1,
2005-12-30,,62600000,12,13.4,,,0.52,,,,,,,9,2005,63,7.42,,20.1,
2005-12-31,,96570000,12,8.4,,,0.52,,,,,,,12,2005,97,7.12,,17.6,
2006-01-01,,98200000,1,6.4,,,0.52,,,,,,,11,2006,98,7.3,,18.5,
2006-01-02,,94200000,1,8.3,,,0.52,,,,,,,7,2006,94,7.41,,18.7,
2006-01-03,,95000000,1,7,0.17,0.36,0.52,,,,9.7,,1.01,19,2006,95,7.42,,19,
2006-01-04,,85760000,1,10.6,,,0.52,,,,,,,8,2006,86,7.38,,18.8,
2006-01-05,,73550000,1,11.8,,,0.52,,,,,,,15,2006,74,7.33,,18.6,
2006-01-06,,70890000,1,12.5,,,0.52,,,,,,,10,2006,71,7.42,,18.9,
2006-01-07,,74900000,1,14.8,,,0.52,,,,,,,7,2006,75,7.22,,18.5,
2006-01-08,,64720000,1,13.4,,,0.52,,,,,,,15,2006,65,7.45,,18.5,
2006-01-09,,57800000,1,,,,0.52,,,,,,,7,2006,58,7.37,,19.4,
2006-01-10,,43730000,1,14.9,,,0.52,,,,,,,10,2006,44,7.45,,20,
2006-01-11,,55000000,1,16.2,,,0.52,,,,,,,4,2006,55,7.53,,20.1,
2006-01-12,,47700000,1,16.7,0.29,0.67,0.52,,,,18.4,,0.79,5,2006,48,7.52,,20.1,
2006-01-13,,55820000,1,20.5,,,0.52,,,,,,,5,2006,56,7.49,,20.1,
2006-01-14,,60000000,1,18.9,,,0.52,,,,,,,4,2006,60,7.56,,19.3,
2006-01-15,,57000000,1,17.4,,,0.52,,,,,,,5,2006,57,7.51,,19.2,
2006-01-16,,55000000,1,17.4,,,0.52,,,,,,,6,2006,55,7.42,,19.9,
2006-01-17,,54080000,1,17.4,,,0.52,,,,,,,6,2006,54,7.3,,19,
2006-01-18,,62000000,1,17.7,,,0.52,,,,,,,6,2006,62,7.36,,19.4,
2006-01-19,,59000000,1,16.2,0.11,0.39,0.52,,,,18.2,,0.84,4,2006,59,7.1,,18.7,
2006-01-20,,56000000,1,16.4,,,0.52,,,,,,,7,2006,56,7.25,,19.5,
2006-01-21,,56000000,1,17.4,,,0.52,,,,,,,6,2006,56,7.53,,19.4,
2006-01-22,,59730000,1,17.6,,,0.52,,,,,,,7,2006,60,7.42,,19.2,
2006-01-23,,52000000,1,16.3,,,0.52,,,,,,,6,2006,52,7.5,,19.9,
2006-01-24,,51530000,1,17.1,0.15,0.88,0.52,,,,19.2,,1,6,2006,52,7.34,,19.8,
2006-01-25,,49860000,1,18.9,,,0.52,,,,,,,5,2006,50,7.32,,20.5,
2006-01-26,,49670000,1,20.4,,,0.52,,,,,,,8,2006,50,7.43,,19.9,
2006-01-27,,48870000,1,20.7,,,0.52,,,,,,,4,2006,49,7.51,,20,
2006-01-28,,51000000,1,21.1,,,0.52,,,,,,,4,2006,51,7.4,,19.7,
2006-01-29,,56000000,1,20,,,0.52,,,,,,,7,2006,56,7.34,,19.6,
2006-01-30,,54000000,1,17.2,,,0.52,,,,,,,7,2006,54,7.33,,19.7,
2006-01-31,,51890000,1,19,,,0.52,,,,,,,5,2006,52,7.38,,19.9,
2006-02-01,,51710000,2,20.5,,,0.52,,,,,,,4,2006,52,7.38,,19.8,
2006-02-02,,50680000,2,20.5,0.09,0.45,0.52,,,,22.4,,0.6,5,2006,51,7.24,,20,
2006-02-03,,52110000,2,19.7,,,0.52,,,,,,,6,2006,52,7.29,,20,
2006-02-04,,52000000,2,19.3,,,0.52,,,,,,,6,2006,52,7.3,,20.2,
2006-02-05,,51370000,2,19.4,,,0.52,,,,,,,8,2006,51,7.26,,19.6,
2006-02-06,,48930000,2,19,,,0.52,,,,,,,8,2006,49,7.49,,19.7,
2006-02-07,,48520000,2,20.3,,,0.52,,,,,,,6,2006,49,7.43,,20.5,
2006-02-08,,47960000,2,21.4,,,0.52,,,,,,,5,2006,48,7.29,,19.7,
2006-02-09,,48680000,2,20.6,0.1,0.55,0.52,,,,22.6,,0.89,5,2006,49,7.37,,20.6,
2006-02-10,,49760000,2,21.6,,,0.52,,,,,,,5,2006,50,7.15,,20.5,
2006-02-11,,47680000,2,20.5,,,0.52,,,,,,,6,2006,48,7.31,,20.1,
2006-02-12,,37930000,2,20,,,0.52,,,,,,,6,2006,38,7.34,,20.9,
2006-02-13,,47700000,2,19.5,,,0.52,,,,,,,6,2006,48,7.3,,20.7,
2006-02-14,,46310000,2,20.4,,,0.52,,,,,,,5,2006,46,7.44,,20.8,
2006-02-15,,45730000,2,20.4,,,0.52,,,,,,,5,2006,46,7.66,,20.1,
2006-02-16,,45300000,2,20.8,0.11,0.48,0.52,,,,22.9,,0.62,5,2006,45,7.25,,19.7,
2006-02-17,,45970000,2,21.3,,,0.52,,,,,,,5,2006,46,7.24,,19.3,
2006-02-18,,46200000,2,21.4,,,0.52,,,,,,,7,2006,46,7.35,,19.6,
2006-02-19,,44660000,2,19.5,,,0.52,,,,,,,7,2006,45,7.33,,19.9,
2006-02-20,,45200000,2,19.8,,,0.52,,,,,,,6,2006,45,7.27,,20.1,
2006-02-21,,44600000,2,20.4,,,0.52,,,,,,,6,2006,45,7.31,,18,
2006-02-22,,44300000,2,20.9,,,0.52,,,,,,,5,2006,44,7.36,,20.1,
2006-02-23,,46120000,2,22.1,,,0.52,,,,,,,5,2006,46,7.4,,19.7,
2006-02-24,,44350000,2,21.6,0.07,0.45,0.52,,,,23.8,,0.66,6,2006,44,7.3,,20,
2006-02-25,,45700000,2,22.5,,,0.52,,,,,,,7,2006,46,7.36,,20.1,
2006-02-26,,48220000,2,21.6,,,0.52,,,,,,,9,2006,48,7.41,,19.6,
2006-02-27,,57000000,2,20.6,,,0.52,,,,,,,10,2006,57,7.27,,20,
2006-02-28,,64700000,2,17.6,,,0.52,,,,,,,8,2006,65,7.28,,19.4,
2006-03-01,,57000000,3,15.6,,,0.52,,,,,,,7,2006,57,7.38,,19.5,
2006-03-02,,60000000,3,17,0.06,0.49,0.52,,,,18.8,,0.71,7,2006,60,7.31,,19.3,
2006-03-03,,62000000,3,16.7,,,0.52,,,,,,,7,2006,62,7.25,,18.9,
2006-03-04,,57500000,3,16.1,,,0.52,,,,,,,7,2006,58,7.45,,19.1,
2006-03-05,,57900000,3,16.6,,,0.52,,,,,,,7,2006,58,7.39,,18.5,
2006-03-06,,80600000,3,16.4,,,0.52,,,,,,,10,2006,81,7.47,,18.3,
2006-03-07,,67000000,3,10.6,,,0.52,,,,,,,8,2006,67,7.24,,18.7,
2006-03-08,,64100000,3,12.6,,,0.52,,,,,,,8,2006,64,7.7,,18.9,
2006-03-09,,59000000,3,14.4,0.06,0.46,0.52,,,,16.2,,1.05,9,2006,59,7.4,,18.9,
2006-03-10,,63270000,3,15.6,,,0.52,,,,,,,10,2006,63,7.4,,18.9,
2006-03-11,,60700000,3,16.5,,,0.52,,,,,,,9,2006,61,7.42,,18.6,
2006-03-12,,64000000,3,15.7,,,0.52,,,,,,,8,2006,64,7.57,,18.5,
2006-03-13,,67000000,3,14.6,0.06,0.39,0.52,,,,16.5,,1.18,8,2006,67,7.47,,18.8,
2006-03-14,,74410000,3,14.3,,,0.52,,,,,,,8,2006,74,7.08,,18.7,
2006-03-15,,66240000,3,12.5,,,0.52,,,,,,,6,2006,66,7.38,,18.8,
2006-03-16,,64540000,3,14.4,,,0.52,,,,,,,6,2006,65,7.48,,19.1,
2006-03-17,,75660000,3,15.7,,,0.52,,,,,,,7,2006,76,7.36,,18.9,
2006-03-18,,73990000,3,13.4,,,0.52,,,,,,,9,2006,74,7.57,,18.7,
2006-03-19,,69040000,3,13.6,,,0.52,,,,,,,11,2006,69,7.34,,18.5,
2006-03-20,,65990000,3,13.9,,,0.52,,,,,,,9,2006,66,7.43,,18.6,
2006-03-21,,66540000,3,15.2,,,0.52,,,,,,,7,2006,67,7.18,,19.1,
2006-03-22,,61680000,3,14.7,,,0.52,,,,,,,7,2006,62,7.42,,19.1,
2006-03-23,,62280000,3,16.1,,,0.52,,,,,,,6,2006,62,7.38,,19.9,
2006-03-24,,62570000,3,15.8,,,0.52,,,,,,,8,2006,63,7.43,,19.9,
2006-03-25,,84540000,3,15.7,,,0.52,,,,,,,6,2006,85,7.25,,18.8,
2006-03-26,,81900000,3,9.4,,,0.52,,,,,,,6,2006,82,7.31,,19.2,
2006-03-27,,74870000,3,11.5,,,0.52,,,,,,,7,2006,75,7.31,,19.3,
2006-03-28,,74390000,3,12.8,,,0.52,,,,,,,6,2006,74,7.37,,19,
2006-03-29,,74800000,3,13.7,,,0.52,,,,,,,6,2006,75,7.24,,16,
2006-03-30,,71600000,3,12.3,,,0.52,,,,,,,9,2006,72,7.47,,18.8,
2006-03-31,,74400000,3,14.1,,,0.52,,,,,,,6,2006,74,7.36,,18.8,
2006-04-01,,73450000,4,13.8,,,0.52,,,,,,,7,2006,73,7.45,,19,
2006-04-02,,69400000,4,12,,,0.52,,,,,,,7,2006,69,7.33,,18.8,
2006-04-03,,83900000,4,12.3,,,0.52,,,,,,,8,2006,84,7.43,,18.8,
2006-04-04,,79920000,4,11.9,,,0.52,,,,,,,8,2006,80,7.41,,20.6,
2006-04-05,,81200000,4,9.1,,,0.52,,,,,,,7,2006,81,7.43,,19.1,
2006-04-06,,80060000,4,9.8,0.16,0.71,0.52,,,,11.6,,,7,2006,80,7.49,,19.4,
2006-04-07,,81130000,4,11.4,,,0.52,,,,,,,8,2006,81,7.31,,19,
2006-04-08,,83350000,4,10.5,,,0.52,,,,,,,10,2006,83,7.44,,18,
2006-04-09,,75880000,4,11.1,,,0.52,,,,,,,11,2006,76,7.4,,18.9,
2006-04-10,,71900000,4,11.5,,,0.52,,,,,,,8,2006,72,7.49,,19.5,
2006-04-11,,72060000,4,12.8,0.07,0.67,0.52,,,,14.5,,0.96,6,2006,72,7.51,,19.7,
2006-04-12,,81800000,4,12.5,,,0.52,,,,,,,7,2006,82,7.42,,19.4,
2006-04-13,,81600000,4,12,,,0.52,,,,,,,5,2006,82,7.46,,19.9,
2006-04-14,,76780000,4,11.1,,,0.52,,,,,,,5,2006,77,7.41,,20,
2006-04-15,,70000000,4,13.2,,,0.52,,,,,,,4,2006,70,7.52,,18.7,
2006-04-16,,77060000,4,13.8,,,0.52,,,,,,,8,2006,77,7.5,,19.1,
2006-04-17,,78390000,4,11.2,,,0.52,,,,,,,6,2006,78,7.42,,19,
2006-04-18,,70000000,4,13.1,,,0.52,,,,,,,7,2006,70,7.48,,19.6,
2006-04-19,,65520000,4,12.5,,,0.52,,,,,,,6,2006,66,7.57,,19.1,
2006-04-20,,64600000,4,13.9,0.07,0.67,0.52,,,,15.7,,0.56,6,2006,65,7.48,,20.3,
2006-04-21,,62820000,4,14.9,,,0.52,,,,,,,6,2006,63,6.73,,20.7,
2006-04-22,,60530000,4,14.2,,,0.52,,,,,,,7,2006,61,7.49,,19.5,
2006-04-23,,60360000,4,15.2,,,0.52,,,,,,,7,2006,60,7.51,,20,
2006-04-24,,56630000,4,16,0.08,0.78,0.52,,,,18.1,,1.17,6,2006,57,7.27,,19.6,
2006-04-25,,56350000,4,16.1,,,0.52,,,,,,,5,2006,56,7.46,,19.8,
2006-04-26,,60000000,4,16.9,,,0.52,,,,,,,6,2006,60,7.33,,20.9,
2006-04-27,,55400000,4,18.8,,,0.52,,,,,,,6,2006,55,7.14,,21.3,
2006-04-28,,53940000,4,17.6,,,0.52,,,,,,,6,2006,54,7.48,,20.5,
2006-04-29,,54000000,4,17.7,,,0.52,,,,,,,6,2006,54,7.4,,20.5,
2006-04-30,,54600000,4,17.9,,,0.52,,,,,,,10,2006,55,7.38,,21.7,
2006-05-01,,53000000,5,17,0.09,0.86,0.52,,,,19.1,,0.98,6,2006,53,7.45,,16.5,
2006-05-02,,49830000,5,17.9,,,0.52,,,,,,,6,2006,50,7.53,,20.9,
2006-05-03,,50170000,5,18.7,,,0.52,,,,,,,5,2006,50,7.48,,16.2,
2006-05-04,,51000000,5,18.9,,,0.52,,,,,,,4,2006,51,7.43,,17.2,
2006-05-05,,50350000,5,19.1,,,0.52,,,,,,,4,2006,50,7.23,,20.9,
2006-05-06,,47210000,5,19.7,,,0.52,,,,,,,5,2006,47,7.64,,20.3,
2006-05-07,,48260000,5,19.3,,,0.52,,,,,,,7,2006,48,7.47,,21.8,
2006-05-08,,50810000,5,18.1,,,0.52,,,,,,,5,2006,51,7.58,,18.8,
2006-05-09,,48020000,5,18.1,,,0.52,,,,,,,5,2006,48,7.56,,18.7,
2006-05-10,,48000000,5,19.4,,,0.52,,,,,,,7,2006,48,7.49,,17,
2006-05-11,,47520000,5,20,0.14,0.63,0.52,,,,22,,0.68,6,2006,48,7.7,,17.7,
2006-05-12,,47750000,5,20.9,,,0.52,,,,,,,5,2006,48,7.29,,17.7,
2006-05-13,,47040000,5,20.9,,,0.52,,,,,,,7,2006,47,7.36,,21,
2006-05-14,,47770000,5,20,,,0.52,,,,,,,6,2006,48,7.37,,22,
2006-05-15,,46440000,5,18.8,,,0.52,,,,,,,6,2006,46,7.31,,18.3,
2006-05-16,,44750000,5,17.9,0.09,0.6,0.52,,,,19.9,,0.79,6,2006,45,8.11,,18.5,
2006-05-17,,45280000,5,20.3,,,0.52,,,,,,,6,2006,45,7.26,,19.1,
2006-05-18,,49000000,5,20.5,,,0.52,,,,,,,5,2006,49,7.41,,17.5,
2006-05-19,,46450000,5,21,,,0.52,,,,,,,4,2006,46,7.36,,18.1,
2006-05-20,,46620000,5,20.5,,,0.52,,,,,,,5,2006,47,7.58,,21.5,
2006-05-21,,48510000,5,19.8,,,0.52,,,,,,,5,2006,49,7.5,,21.8,
2006-05-22,,51170000,5,19,0.13,0.74,0.52,,,,21.4,,1.29,6,2006,51,7.48,,18.4,
2006-05-23,,46680000,5,18.4,,,0.52,,,,,,,4,2006,47,7.46,,17.6,
2006-05-24,,46290000,5,19.2,,,0.52,,,,,,,4,2006,46,7.35,,19.5,
2006-05-25,,45500000,5,19.3,,,0.52,,,,,,,6,2006,46,7.43,,18.6,
2006-05-26,,45070000,5,19.7,,,0.52,,,,,,,6,2006,45,7.48,,16,
2006-05-27,,44460000,5,19.6,,,0.52,,,,,,,7,2006,44,7.44,,21.5,
2006-05-28,,40960000,5,19.5,,,0.52,,,,,,,9,2006,41,7.41,,22.8,
2006-05-29,,44010000,5,19.3,,,0.52,,,,,,,8,2006,44,7.42,,17.9,
2006-05-30,,45160000,5,18.7,0.13,0.8,0.52,,,,21.5,,1.83,9,2006,45,7.4,,22.6,
2006-05-31,,44870000,5,19.8,,,0.52,,,,,,,8,2006,45,7.45,,22.8,
2006-06-01,,44670000,6,21.2,,,0.52,,,,,,,7,2006,45,7.64,,19.5,
2006-06-02,,44390000,6,19.2,,,0.52,,,,,,,6,2006,44,7.48,,23,
2006-06-03,,46070000,6,19.6,,,0.52,,,,,,,7,2006,46,7.43,,22.5,
2006-06-04,,44990000,6,19.3,,,0.52,,,,,,,9,2006,45,7.33,,23.9,
2006-06-05,,46560000,6,20.3,,,0.52,,,,,,,10,2006,47,7.35,,22.5,
2006-06-06,,43540000,6,20.2,,,0.52,,,,,,,7,2006,44,7.35,,22.5,
2006-06-07,,44240000,6,22.3,0.16,0.35,0.52,,,,24.6,,1.6,5,2006,44,7.57,,22.6,
2006-06-08,,43460000,6,20.7,,,0.52,,,,,,,5,2006,43,7.56,,22.1,
2006-06-09,,43590000,6,20.7,,,0.52,,,,,,,4,2006,44,7.23,,23.1,
2006-06-10,,45970000,6,20.9,,,0.52,,,,,,,6,2006,46,7.67,,20.5,
2006-06-11,,45160000,6,19.7,,,0.52,,,,,,,7,2006,45,7.56,,23.1,
2006-06-12,,45930000,6,21.1,0.33,0.4,0.52,,,,,,1.7,11,2006,46,7.4,,21.9,
2006-06-13,,44300000,6,20.5,,,0.52,,,,,,,6,2006,44,7.42,,22,
2006-06-14,,43620000,6,22.3,,,0.52,,,,,,,7,2006,44,7.38,,22.2,
2006-06-15,,44030000,6,21.5,,,0.52,,,,,,,6,2006,44,7.44,,22.9,
2006-06-16,,44990000,6,20.8,,,0.52,,,,,,,7,2006,45,7.44,,22.9,
2006-06-17,,42910000,6,19.7,,,0.52,,,,,,,9,2006,43,7.57,,23.1,
2006-06-18,,42760000,6,19.2,,,0.52,,,,,,,10,2006,43,7.4,,24.9,
2006-06-19,,44150000,6,19,0.47,0.42,0.52,,,,22,,1.4,8,2006,44,7.38,,22,
2006-06-20,,43500000,6,19.5,,,0.52,,,,,,,7,2006,44,7.39,,23.9,
2006-06-21,,40990000,6,20,,,0.52,,,,,,,8,2006,41,7.54,,23,
2006-06-22,,41840000,6,20,,,0.52,,,,,,,7,2006,42,7.4,,24.6,
2006-06-23,,41930000,6,20.1,,,0.52,,,,,,,9,2006,42,7.38,,23.5,
2006-06-24,,41330000,6,18.4,,,0.52,,,,,,,8,2006,41,7.16,,23.7,
2006-06-25,,40300000,6,18.1,,,0.52,,,,,,,10,2006,40,7.38,,24.4,
2006-06-26,,42830000,6,17.3,0.94,0.58,0.52,,,,19.9,,1.45,9,2006,43,7.36,,24.7,
2006-06-27,,43040000,6,17.7,,,0.52,,,,,,,9,2006,43,7.4,,23.4,
2006-06-28,,41260000,6,17.7,,,0.52,,,,,,,8,2006,41,7.36,,21.5,
2006-06-29,,44370000,6,17.7,,,0.52,,,,,,,10,2006,44,7.29,,22.9,
2006-06-30,,42260000,6,19.2,,,0.52,,,,,,,8,2006,42,7.46,,22.9,
2006-07-01,,40130000,7,17.8,,,0.52,,,,,,,9,2006,40,7.5,,23,
2006-07-02,,38380000,7,17.5,,,0.52,,,,,,,9,2006,38,7.41,,24.8,
2006-07-03,,38480000,7,16.6,,,0.52,,,,,,,11,2006,38,7.46,,23,
2006-07-04,,38960000,7,16.7,,,0.52,,,,,,,8,2006,39,7.61,,23.3,
2006-07-05,,38240000,7,17.8,,,0.52,,,,,,,7,2006,38,7.26,,23.2,
2006-07-06,,40730000,7,18.4,1.3,0.54,0.52,,,,20.9,,1.49,7,2006,41,7.39,,17.9,
2006-07-07,,38370000,7,16.7,,,0.52,,,,,,,2,2006,38,7.22,,24.9,
2006-07-08,,40060000,7,18.1,,,0.52,,,,,,,7,2006,40,7.32,,23.8,
2006-07-09,,39880000,7,17.7,,,0.52,,,,,,,8,2006,40,7.27,,25.2,
2006-07-10,,40730000,7,17.2,,,0.52,,,,,,,6,2006,41,7.3,,24,
2006-07-11,,41550000,7,16.7,1.6,0.74,0.52,,,,19,,1.34,6,2006,42,7.41,,23.5,
2006-07-12,,42110000,7,18.1,,,0.52,,,,,,,5,2006,42,7.45,,23.1,
2006-07-13,,40340000,7,17.4,,,0.52,,,,,,,5,2006,40,7.44,,24.5,
2006-07-14,,39300000,7,17.9,,,0.52,,,,,,,6,2006,39,7.36,,24,
2006-07-15,,40180000,7,17.2,,,0.52,,,,,,,6,2006,40,7.31,,23.9,
2006-07-16,,38520000,7,16.3,,,0.52,,,,,,,7,2006,39,7.35,,26,
2006-07-17,,39850000,7,17,,,0.52,,,,,,,6,2006,40,7.24,,26.2,
2006-07-18,,41100000,7,16.3,1.9,,0.52,,,,18.7,,1.4,4,2006,41,7.4,,26.7,
2006-07-19,,40530000,7,15.6,,,0.52,,,,,,,4,2006,41,7.39,,24.4,
2006-07-20,,42750000,7,15.2,,,0.52,,,,,,,5,2006,43,7.43,,24.5,
2006-07-21,,41270000,7,15.8,,,0.52,,,,,,,6,2006,41,7.46,,25.1,
2006-07-22,,39260000,7,14.4,,,0.52,,,,,,,7,2006,39,7.34,,23.9,
2006-07-23,,40110000,7,12.8,,,0.52,,,,,,,8,2006,40,7.3,,27,
2006-07-24,,41290000,7,13.6,3,1.84,0.52,,,,16,,1.63,6,2006,41,7.45,,25.6,
2006-07-25,,41790000,7,12.3,,,0.52,,,,,,,6,2006,42,7.34,,25.7,
2006-07-26,,42860000,7,12.9,,,0.52,,,,,,,6,2006,43,7.41,,24.6,
2006-07-27,,42400000,7,12.9,,,0.52,,,,,,,8,2006,42,7.4,,24.4,
2006-07-28,,41470000,7,15.6,,,0.52,,,,,,,6,2006,41,7.39,,24.6,
2006-07-29,,41360000,7,15.9,,,0.52,,,,,,,7,2006,41,7.43,,24.2,
