Date,DRP** mg/L P,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2003-03-17,,16.2,,4.46,2.91,,,,40.29,,4.51,,76,,,,
2003-03-18,,,,4.46,2.91,,,,40.29,,4.51,12,76,,,,
2003-03-19,,,,4.46,2.91,,,,40.29,,4.51,17,74,,,,
2003-03-20,,,,4.46,2.91,,,,40.29,,4.51,13,71,,,,
2003-03-21,,,,4.46,2.91,,,,40.29,,4.51,14,69,,,,
2003-03-22,,,,4.46,2.91,,,,40.29,,4.51,,79,,,,
2003-03-23,,,,4.46,2.91,,,,40.29,,4.51,,79,,,,
2003-03-24,,,,4.46,2.91,,,,40.29,,4.51,,74,,,,
2003-03-25,,,,4.46,2.91,,,,40.29,,4.51,8,71,,,,
2003-03-26,,,,4.46,2.91,,,,40.29,,4.51,9,71,,,,
2003-03-27,,,,4.46,2.91,,,,40.29,,4.51,16,69,,,,
2003-03-28,,,,4.46,2.91,,,,40.29,,4.51,13,70,,,,
2003-03-29,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2003-03-30,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2003-03-31,,,,4.46,2.91,,,,40.29,,4.51,,75,,,,
2003-04-01,,,,4.46,2.91,,,,40.29,,4.51,13,69,,,,
2003-04-02,,,,4.46,2.91,,,,40.29,,4.51,13,70,,,,
2003-04-03,,33.6,,4.46,2.91,,,,40.29,,4.51,13,83,,,,
2003-04-04,,,,4.46,2.91,,,,40.29,,4.51,17,76,,,,
2003-04-05,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2003-04-06,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2003-04-07,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2003-04-08,,,,4.46,2.91,,,,40.29,,4.51,14,71,,,,
2003-04-09,,,,4.46,2.91,,,,40.29,,4.51,15,72,,,,
2003-04-10,,,,4.46,2.91,,,,40.29,,4.51,19,69,,,,
2003-04-11,,,,4.46,2.91,,,,40.29,,4.51,14,72,,,,
2003-04-12,,,,4.46,2.91,,,,40.29,,4.51,,160,,,,
2003-04-13,,,,4.46,2.91,,,,40.29,,4.51,,111,,,,
2003-04-14,,11.1,,4.46,2.91,,,,40.29,,4.51,,83,,,,
2003-04-15,,,,4.46,2.91,,,,40.29,,4.51,8.5,79,,,,
2003-04-16,,,,4.46,2.91,,,,40.29,,4.51,8.5,75,,,,
2003-04-17,,,,4.46,2.91,,,,40.29,,4.51,11,76,,,,
2003-04-18,,,,4.46,2.91,,,,40.29,,4.51,14,73,,,,
2003-04-19,,,,4.46,2.91,,,,40.29,,4.51,,73,,,,
2003-04-20,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2003-04-21,,,,4.46,2.91,,,,40.29,,4.51,,75,,,,
2003-04-22,,,,4.46,2.91,,,,40.29,,4.51,18,77,,,,
2003-04-23,,66.4,,4.46,2.91,,,,40.29,,4.51,17,87,,,,
2003-04-24,,,,4.46,2.91,,,,40.29,,4.51,18,90,,,,
2003-04-25,,,,4.46,2.91,,,,40.29,,4.51,16,87,,,,
2003-04-26,,,,4.46,2.91,,,,40.29,,4.51,,77,,,,
2003-04-27,,,,4.46,2.91,,,,40.29,,4.51,,114,,,,
2003-04-28,,,,4.46,2.91,,,,40.29,,4.51,,86,,,,
2003-04-29,,,,4.46,2.91,,,,40.29,,4.51,12,78,,,,
2003-04-30,,,,4.46,2.91,,,,40.29,,4.51,16,78,,,,
2003-05-01,,,,4.46,2.91,,,,40.29,,4.51,14,79,,,,
2003-05-02,,,,4.46,2.91,,,,40.29,,4.51,10,96,,,,
2003-05-03,,,,4.46,2.91,,,,40.29,,4.51,,94,,,,
2003-05-04,,,,4.46,2.91,,,,40.29,,4.51,,77,,,,
2003-05-05,,,,4.46,2.91,,,,40.29,,4.51,,77,,,,
2003-05-06,,,,4.46,2.91,,,,40.29,,4.51,17,72,,,,
2003-05-07,,,,4.46,2.91,,,,40.29,,4.51,19,73,,,,
2003-05-08,,23.7,,4.46,2.91,,,,40.29,,4.51,18,71,,,,
2003-05-09,,,,4.46,2.91,,,,40.29,,4.51,14,72,,,,
2003-05-10,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2003-05-11,,,,4.46,2.91,,,,40.29,,4.51,,72,,,,
2003-05-12,,,,4.46,2.91,,,,40.29,,4.51,,73,,,,
2003-05-13,,,,4.46,2.91,,,,40.29,,4.51,10,66,,,,
2003-05-14,,,,4.46,2.91,,,,40.29,,4.51,15,75,,,,
2003-05-15,,,,4.46,2.91,,,,40.29,,4.51,14,64,,,,
2003-05-16,,,,4.46,2.91,,,,40.29,,4.51,17,70,,,,
2003-05-17,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2003-05-18,,,,4.46,2.91,,,,40.29,,4.51,,71,,,,
2003-05-19,,23.2,,4.46,2.91,,,,40.29,,4.51,,71,,,,
2003-05-20,,,,4.46,2.91,,,,40.29,,4.51,20,67,,,,
2003-05-21,,,,4.46,2.91,,,,40.29,,4.51,17,68,,,,
2003-05-22,,,,4.46,2.91,,,,40.29,,4.51,12,69,,,,
2003-05-23,,,,4.46,2.91,,,,40.29,,4.51,14,67,,,,
2003-05-24,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2003-05-25,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-05-26,,,,4.46,2.91,,,,40.29,,4.51,,71,,,,
2003-05-27,,,,4.46,2.91,,,,40.29,,4.51,14,72,,,,
2003-05-28,,,,4.46,2.91,,,,40.29,,4.51,13,71,,,,
2003-05-29,,,,4.46,2.91,,,,40.29,,4.51,22,66,,,,
2003-05-30,,,,4.46,2.91,,,,40.29,,4.51,12,65,,,,
2003-05-31,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-01,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-02,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2003-06-03,,,,4.46,2.91,,,,40.29,,4.51,13,60,,,,
2003-06-04,,,,4.46,2.91,,,,40.29,,4.51,13,67,,,,
2003-06-05,,24.1,,4.46,2.91,,,,40.29,,4.51,19,66,,,,
2003-06-06,,,,4.46,2.91,,,,40.29,,4.51,16,65,,,,
2003-06-07,,,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2003-06-08,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-09,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2003-06-10,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2003-06-11,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-12,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-06-13,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-14,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2003-06-15,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-16,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2003-06-17,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-06-18,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-06-19,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-20,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-21,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-06-22,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-06-23,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2003-06-24,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-25,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2003-06-26,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-06-27,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2003-06-28,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2003-06-29,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-06-30,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-07-01,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-07-02,,,,4.46,2.91,,,,40.29,,4.51,9.3,58,,,,
2003-07-03,,,,4.46,2.91,,,,40.29,,4.51,8.7,60,,,,
2003-07-04,,,,4.46,2.91,,,,40.29,,4.51,9.3,62,,,,
2003-07-05,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2003-07-06,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2003-07-07,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-07-08,,,,4.46,2.91,,,,40.29,,4.51,13,63,,,,
2003-07-09,,,,4.46,2.91,,,,40.29,,4.51,13,62,,,,
2003-07-10,,31.9,,4.46,2.91,,,,40.29,,4.51,13,61,,,,
2003-07-11,,,,4.46,2.91,,,,40.29,,4.51,17,58,,,,
2003-07-12,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2003-07-13,,,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2003-07-14,,29.1,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-07-15,,,,4.46,2.91,,,,40.29,,4.51,18,68,,,,
2003-07-16,,,,4.46,2.91,,,,40.29,,4.51,13,68,,,,
2003-07-17,,,,4.46,2.91,,,,40.29,,4.51,16,65,,,,
2003-07-18,,,,4.46,2.91,,,,40.29,,4.51,11,66,,,,
2003-07-19,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-07-20,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-07-21,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-07-22,,,,4.46,2.91,,,,40.29,,4.51,14,64,,,,
2003-07-23,,,,4.46,2.91,,,,40.29,,4.51,12,64,,,,
2003-07-24,,,,4.46,2.91,,,,40.29,,4.51,12,62,,,,
2003-07-25,,,,4.46,2.91,,,,40.29,,4.51,12,63,,,,
2003-07-26,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-07-27,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-07-28,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-07-29,,,,4.46,2.91,,,,40.29,,4.51,11,62,,,,
2003-07-30,,,,4.46,2.91,,,,40.29,,4.51,12,63,,,,
2003-07-31,,,,4.46,2.91,,,,40.29,,4.51,12,62,,,,
2003-08-01,,,,4.46,2.91,,,,40.29,,4.51,10,62,,,,
2003-08-02,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2003-08-03,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2003-08-04,,,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2003-08-05,,,,4.46,2.91,,,,40.29,,4.51,18,66,,,,
2003-08-06,,,,4.46,2.91,,,,40.29,,4.51,12,67,,,,
2003-08-07,,26.6,,4.46,2.91,,,,40.29,,4.51,11,68,,,,
2003-08-08,,,,4.46,2.91,,,,40.29,,4.51,20,65,,,,
2003-08-09,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-08-10,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2003-08-11,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-08-12,,,,4.46,2.91,,,,40.29,,4.51,12,62,,,,
2003-08-13,,,,4.46,2.91,,,,40.29,,4.51,10,64,,,,
2003-08-14,,,,4.46,2.91,,,,40.29,,4.51,14,62,,,,
2003-08-15,,,,4.46,2.91,,,,40.29,,4.51,14,67,,,,
2003-08-16,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-08-17,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-08-18,,30.8,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2003-08-19,,,,4.46,2.91,,,,40.29,,4.51,16,64,,,,
2003-08-20,,,,4.46,2.91,,,,40.29,,4.51,15,58,,,,
2003-08-21,,,,4.46,2.91,,,,40.29,,4.51,15,58,,,,
2003-08-22,,,,4.46,2.91,,,,40.29,,4.51,19,57,,,,
2003-08-23,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2003-08-24,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-08-25,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-08-26,,,,4.46,2.91,,,,40.29,,4.51,24,62,,,,
2003-08-27,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2003-08-28,,,,4.46,2.91,,,,40.29,,4.51,24,62,,,,
2003-08-29,,,,4.46,2.91,,,,40.29,,4.51,25,63,,,,
2003-08-30,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2003-08-31,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-09-01,,,,4.46,2.91,,,,40.29,,4.51,,71,,,,
2003-09-02,,,,4.46,2.91,,,,40.29,,4.51,14,66,,,,
2003-09-03,,,,4.46,2.91,,,,40.29,,4.51,12,68,,,,
2003-09-04,,33.3,,4.46,2.91,,,,40.29,,4.51,15,68,,,,
2003-09-05,,,,4.46,2.91,,,,40.29,,4.51,19,64,,,,
2003-09-06,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-09-07,,,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2003-09-08,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-09-09,,,,4.46,2.91,,,,40.29,,4.51,33,71,,,,
2003-09-10,,,,4.46,2.91,,,,40.29,,4.51,31,68,,,,
2003-09-11,,,,4.46,2.91,,,,40.29,,4.51,31,64,,,,
2003-09-12,,,,4.46,2.91,,,,40.29,,4.51,17,63,,,,
2003-09-13,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2003-09-14,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2003-09-15,,32.1,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2003-09-16,,76.6,,4.46,2.91,,,,40.29,,4.51,35,59,,,,
2003-09-17,,,,4.46,2.91,,,,40.29,,4.51,26,60,,,,
2003-09-18,,,,4.46,2.91,,,,40.29,,4.51,21,63,,,,
2003-09-19,,,,4.46,2.91,,,,40.29,,4.51,18,65,,,,
2003-09-20,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-09-21,,,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2003-09-22,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-09-23,,,,4.46,2.91,,,,40.29,,4.51,15,63,,,,
2003-09-24,,,,4.46,2.91,,,,40.29,,4.51,14,63,,,,
2003-09-25,,,,4.46,2.91,,,,40.29,,4.51,17,67,,,,
2003-09-26,,,,4.46,2.91,,,,40.29,,4.51,14,65,,,,
2003-09-27,,,,4.46,2.91,,,,40.29,,4.51,,63,,,,
2003-09-28,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-09-29,,,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2003-09-30,,,,4.46,2.91,,,,40.29,,4.51,17,61,,,,
2003-10-01,,,,4.46,2.91,,,,40.29,,4.51,11,65,,,,
2003-10-02,,88.2,,4.46,2.91,,,,40.29,,4.51,15,62,,,,
2003-10-03,,,,4.46,2.91,,,,40.29,,4.51,34,66,,,,
2003-10-04,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-10-05,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-10-06,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-10-07,,,,4.46,2.91,,,,40.29,,4.51,13,61,,,,
2003-10-08,,,,4.46,2.91,,,,40.29,,4.51,15,64,,,,
2003-10-09,,,,4.46,2.91,,,,40.29,,4.51,13,67,,,,
2003-10-10,,,,4.46,2.91,,,,40.29,,4.51,11,65,,,,
2003-10-11,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-10-12,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-10-13,,27.2,,4.46,2.91,,,,40.29,,4.51,,60,,,,
2003-10-14,,,,4.46,2.91,,,,40.29,,4.51,16,60,,,,
2003-10-15,,,,4.46,2.91,,,,40.29,,4.51,15,57,,,,
2003-10-16,,,,4.46,2.91,,,,40.29,,4.51,11,57,,,,
2003-10-17,,,,4.46,2.91,,,,40.29,,4.51,12,61,,,,
2003-10-18,,,,4.46,2.91,,,,40.29,,4.51,,61,,,,
2003-10-19,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2003-10-20,,,,4.46,2.91,,,,40.29,,4.51,,56,,,,
2003-10-21,,,,4.46,2.91,,,,40.29,,4.51,11,56,,,,
2003-10-22,,,,4.46,2.91,,,,40.29,,4.51,13,61,,,,
2003-10-23,,,,4.46,2.91,,,,40.29,,4.51,13,66,,,,
2003-10-24,,,,4.46,2.91,,,,40.29,,4.51,9.3,60,,,,
2003-10-25,,,,4.46,2.91,,,,40.29,,4.51,,59,,,,
2003-10-26,,,,4.46,2.91,,,,40.29,,4.51,,64,,,,
2003-10-27,,,,4.46,2.91,,,,40.29,,4.51,,62,,,,
2003-10-28,,,,4.46,2.91,,,,40.29,,4.51,12,64,,,,
2003-10-29,,,,4.46,2.91,,,,40.29,,4.51,13,63,,,,
2003-10-30,,,,4.46,2.91,,,,40.29,,4.51,11,57,,,,
2003-10-31,,,,4.46,2.91,,,,40.29,,4.51,13,61,,,,
2003-11-01,,,,4.46,2.91,,,,40.29,,4.51,,57,,,,
2003-11-02,,,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2003-11-03,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-11-04,,,,4.46,2.91,,,,40.29,,4.51,14,64,,,,
2003-11-05,,,,4.46,2.91,,,,40.29,,4.51,15,62,,,,
2003-11-06,,31.8,,4.46,2.91,,,,40.29,,4.51,11,68,,,,
2003-11-07,,,,4.46,2.91,,,,40.29,,4.51,14,62,,,,
2003-11-08,,,,4.46,2.91,,,,40.29,,4.51,,89,,,,
2003-11-09,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2003-11-10,,,,4.46,2.91,,,,40.29,,4.51,,65,,,,
2003-11-11,,,,4.46,2.91,,,,40.29,,4.51,27,65,,,,
2003-11-12,,,,4.46,2.91,,,,40.29,,4.51,26,67,,,,
2003-11-13,,,,4.46,2.91,,,,40.29,,4.51,26,66,,,,
2003-11-14,,,,4.46,2.91,,,,40.29,,4.51,21,71,,,,
2003-11-15,,,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2003-11-16,,,,4.46,2.91,,,,40.29,,4.51,,73,,,,
2003-11-17,,31.4,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-11-18,,,,4.46,2.91,,,,40.29,,4.51,15,68,,,,
2003-11-19,,,,4.46,2.91,,,,40.29,,4.51,14,64,,,,
2003-11-20,,,,4.46,2.91,,,,40.29,,4.51,18,65,,,,
2003-11-21,,,,4.46,2.91,,,,40.29,,4.51,13,65,,,,
2003-11-22,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-11-23,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2003-11-24,,,,4.46,2.91,,,,40.29,,4.51,,66,,,,
2003-11-25,,,,4.46,2.91,,,,40.29,,4.51,11,63,,,,
2003-11-26,,,,4.46,2.91,,,,40.29,,4.51,13,56,,,,
2003-11-27,,,,4.46,2.91,,,,40.29,,4.51,16,56,,,,
2003-11-28,,,,4.46,2.91,,,,40.29,,4.51,14,54,,,,
2003-11-29,,,,4.46,2.91,,,,40.29,,4.51,,58,,,,
2003-11-30,,,,4.46,2.91,,,,40.29,,4.51,,82,,,,
2003-12-01,,,,4.46,2.91,,,,40.29,,4.51,,80,,,,
2003-12-02,,,,4.46,2.91,,,,40.29,,4.51,17,64,,,,
2003-12-03,,,,4.46,2.91,,,,40.29,,4.51,14,63,,,,
2003-12-04,,26,,4.46,2.91,,,,40.29,,4.51,13,77,,,,
2003-12-05,,,,4.46,2.91,,,,40.29,,4.51,14,73,,,,
2003-12-06,,,,4.46,2.91,,,,40.29,,4.51,,118,,,,
2003-12-07,,,,4.46,2.91,,,,40.29,,4.51,,76,,,,
2003-12-08,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2003-12-09,,,,4.46,2.91,,,,40.29,,4.51,21,97,,,,
2003-12-10,,,,4.46,2.91,,,,40.29,,4.51,22,101,,,,
2003-12-11,,,,4.46,2.91,,,,40.29,,4.51,16,76,,,,
2003-12-12,,,,4.46,2.91,,,,40.29,,4.51,12,73,,,,
2003-12-13,,,,4.46,2.91,,,,40.29,,4.51,,92,,,,
2003-12-14,,,,4.46,2.91,,,,40.29,,4.51,,81,,,,
2003-12-15,,,,4.46,2.91,,,,40.29,,4.51,,71,,,,
2003-12-16,,,,4.46,2.91,,,,40.29,,4.51,12,67,,,,
2003-12-17,,,,4.46,2.91,,,,40.29,,4.51,12,65,,,,
2003-12-18,,,,4.46,2.91,,,,40.29,,4.51,13,61,,,,
2003-12-19,,,,4.46,2.91,,,,40.29,,4.51,16,86,,,,
2003-12-20,,,,4.46,2.91,,,,40.29,,4.51,,86,,,,
2003-12-21,,,,4.46,2.91,,,,40.29,,4.51,,73,,,,
2003-12-22,,23.7,,4.46,2.91,,,,40.29,,4.51,,78,,,,
2003-12-23,,,,4.46,2.91,,,,40.29,,4.51,12,108,,,,
2003-12-24,,,,4.46,2.91,,,,40.29,,4.51,15,111,,,,
2003-12-25,,,,4.46,2.91,,,,40.29,,4.51,20,77,,,,
2003-12-26,,,,4.46,2.91,,,,40.29,,4.51,10,74,,,,
2003-12-27,,,,4.46,2.91,,,,40.29,,4.51,,69,,,,
2003-12-28,,,,4.46,2.91,,,,40.29,,4.51,,89,,,,
2003-12-29,,,,4.46,2.91,,,,40.29,,4.51,,218,,,,
2003-12-30,,,,4.46,2.91,,,,40.29,,4.51,41,125,,,,
2003-12-31,,,,4.46,2.91,,,,40.29,,4.51,13,152,,,,
2004-01-01,,,,4.46,2.91,,,,40.29,,4.51,20,152,,,,
2004-01-02,,,,4.46,2.91,,,,40.29,,4.51,16,165,,,,
2004-01-03,,,,4.46,2.91,,,,40.29,,4.51,,145,,,,
2004-01-04,,,,4.46,2.91,,,,40.29,,4.51,,109,,,,
2004-01-05,,,,4.46,2.91,,,,40.29,,4.51,,93,,,,
2004-01-06,,,,4.46,2.91,,,,40.29,,4.51,14,86,,,,
2004-01-07,,,,4.46,2.91,,,,40.29,,4.51,16,86,,,,
2004-01-08,,18.6,,4.46,2.91,,,,40.29,,4.51,19,76,,,,
2004-01-09,,,,4.46,2.91,,,,40.29,,4.51,18,75,,,,
2004-01-10,,,,4.46,2.91,,,,40.29,,4.51,,77,,,,
2004-01-11,,,,4.46,2.91,,,,40.29,,4.51,,76,,,,
2004-01-12,,21.7,,4.46,2.91,,,,40.29,,4.51,,77,,,,
2004-01-13,,,,4.46,2.91,,,,40.29,,4.51,12,73,,,,
2004-01-14,,,,4.46,2.91,,,,40.29,,4.51,16,71,,,,
2004-01-15,,,,4.46,2.91,,,,40.29,,4.51,18,71,,,,
2004-01-16,,,,4.46,2.91,,,,40.29,,4.51,16,74,,,,
2004-01-17,,,,4.46,2.91,,,,40.29,,4.51,,71,,,,
2004-01-18,,,,4.46,2.91,,,,40.29,,4.51,,73,,,,
2004-01-19,,,,4.46,2.91,,,,40.29,,4.51,,71,,,,
2004-01-20,,,,4.46,2.91,,,,40.29,,4.51,17,77,,,,
2004-01-21,,,,4.46,2.91,,,,40.29,,4.51,17,74,,,,
2004-01-22,,,,4.46,2.91,,,,40.29,,4.51,17,72,,,,
2004-01-23,,,,4.46,2.91,,,,40.29,,4.51,13,71,,,,
2004-01-24,,,,4.46,2.91,,,,40.29,,4.51,,76,,,,
2004-01-25,,,,4.46,2.91,,,,40.29,,4.51,,74,,,,
2004-01-26,,,,4.46,2.91,,,,40.29,,4.51,,73,,,,
2004-01-27,,,,4.46,2.91,,,,40.29,,4.51,17,72,,,,
2004-01-28,,,,4.46,2.91,,,,40.29,,4.51,17,70,,,,
2004-01-29,,,,4.46,2.91,,,,40.29,,4.51,17,68,,,,
2004-01-30,,,,4.46,2.91,,,,40.29,,4.51,17,67,,,,
2004-01-31,,,,4.46,2.91,,,,40.29,,4.51,,70,,,,
2004-02-01,,,,4.46,2.91,,,,40.29,,4.51,,68,,,,
2004-02-02,,,,4.46,2.91,,,,40.29,,4.51,,86,,,,
2004-02-03,,,,4.46,2.91,,,,40.29,,4.51,26,137,,,,
2004-02-04,,,,4.46,2.91,,,,40.29,,4.51,19,102,,,,
2004-02-05,,20.9,,4.46,2.91,,,,40.29,,4.51,18,84,,,,
2004-02-06,,,,4.46,2.91,,,,40.29,,4.51,19,79,,,,
2004-02-07,,,,4.46,2.91,,,,40.29,,4.51,,79,,,,
2004-02-08,,,,4.46,2.91,,,,40.29,,4.51,,78,,,,
2004-02-09,,24.9,,4.46,2.91,,,,40.29,,4.51,,78,,,,
2004-02-10,,,,4.46,2.91,,,,40.29,,4.51,22,73,,,,
2004-02-11,,,,4.46,2.91,,,,40.29,,4.51,31,70,,,,
2004-02-12,,,,4.46,2.91,,,,40.29,,4.51,29,68,,,,
2004-02-13,,,,4.46,2.91,,,,40.29,,4.51,22,71,,,,
2004-02-14,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2004-02-15,,,,4.46,2.91,,,,40.29,,4.51,,67,,,,
2004-02-16,,,,4.46,2.91,,,,40.29,,4.51,,102,,,,
2004-02-17,,,,4.46,2.91,,,,40.29,,4.51,33,139,,,,
2004-02-18,,,,4.46,2.91,,,,40.29,,4.51,38,192,,,,
2004-02-18,,,,4.46,2.91,,,,40.29,,4.51,37,192,,,,
2004-02-19,,,,4.46,2.91,,,,40.29,,4.51,29,139,,,,
2004-02-20,,,,4.46,2.91,,,,40.29,,4.51,18,97,,,,
2004-02-21,,,,4.46,2.91,,,,40.29,,4.51,19,93,,,,
2004-02-22,,,,4.46,2.91,,,,40.29,,4.51,19,94,,,,
2004-02-23,,,,4.46,2.91,,,,40.29,,4.51,18,92,,,,
2004-02-24,,,,4.46,2.91,,,,40.29,,4.51,19,89,,,,
2004-02-25,,,,4.46,2.91,,,,40.29,,4.51,44,126,,,,
2004-02-26,,,,4.46,2.91,,,,40.29,,4.51,43,182,,,,
2004-02-27,,,,4.46,2.91,,,,40.29,,4.51,29,152,,,,
2004-02-28,,,,4.46,2.91,,,,40.29,,4.51,22,114,,,,
2004-02-29,,,,4.46,2.91,,,,40.29,,4.51,34,101,,,,
2004-03-01,,,,4.46,2.91,,,,40.29,,4.51,,92,,,,
2004-03-02,,,,4.46,2.91,,,,40.29,,4.51,15,97,,,,
2004-03-03,,,,4.46,2.91,,,,40.29,,4.51,,87,,,,
2004-03-04,,,,4.46,2.91,,,,40.29,,4.51,,83,,,,
2004-03-05,,,,4.46,2.91,,,,40.29,,4.51,,77,,,,
2004-03-06,,,,4.46,2.91,,,,40.29,,4.51,,77,,,,
2004-03-07,,,,4.46,2.91,,,,40.29,,4.51,,75,,,,
2004-03-08,,,,4.46,2.91,,,,40.29,,4.51,,75,,,,
2004-03-09,,,,4.46,2.91,,,,40.29,,4.51,14,75,,,,
2004-03-10,,,,4.46,2.91,,,,40.29,,4.51,16,77,,,,
2004-03-11,,30.1,,4.46,2.91,,,,40.29,,4.51,18,78,,,,
2004-03-12,,,,4.46,2.91,,,,40.29,,4.51,11,77,,,,
2004-03-13,,,,4.46,2.91,,,,40.29,,4.51,,80,,,,
2004-03-14,,,,4.46,2.91,,,,40.29,,4.51,,76,,,,
2004-03-15,,27.9,,4.46,2.91,,,,40.29,,4.51,,74,,,,
