Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,Salinity,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2011-08-29,,8,6.05,,,2.69,,0.7,,,,,,6,2011,9.49,7.01,,25,
2011-08-30,,8,5.58,,,2.69,,0.7,,,,,,6,2011,9.3,7.08,,24.5,
2011-08-31,,8,5.73,,,2.69,,0.7,,,,,,6,2011,8.96,7.06,,24.5,
2011-09-01,,9,8.76,,,2.69,,0.7,,,,,,6,2011,8.97,7.13,,24.5,
2011-09-02,,9,7.79,,,2.69,,0.7,,,,,,6,2011,8.97,7.03,,25,
2011-09-06,,9,9.31,,,2.69,,0.7,,,,,,6,2011,9.2,7.15,,25,
2011-09-07,,9,8.05,,,2.69,,0.7,,,,,,5,2011,9.18,7.09,,25,
2011-09-08,,9,7.78,,,2.69,,0.7,,,,,,5,2011,9.26,7.12,,24.5,
2011-09-09,,9,6.43,,,2.69,,0.7,,,,,,6,2011,9.19,7.12,,24.5,
2011-09-12,,9,8.42,,,2.69,,0.7,,,,,,6,2011,9.05,7.08,,25,
2011-09-13,,9,7.88,1.51,3.41,2.69,,0.7,,,10,,,5,2011,8.76,7.11,,25,
2011-09-14,,9,7.66,,,2.69,,0.6,,,,,,5,2011,8.97,7.26,,24,
2011-09-15,,9,7.75,,,2.69,,0.7,,,,,,4,2011,8.92,7.07,,24.5,
2011-09-16,,9,7.43,,,2.69,,0.7,,,,,,5,2011,8.93,7.14,,24.2,
2011-09-19,,9,7.84,,,2.69,,0.7,,,,,,6,2011,8.88,7.16,,25,
2011-09-20,,9,7.23,,,2.69,,0.7,,,,,,6,2011,9.04,7.01,,25.5,
2011-09-21,,9,7.18,,,2.69,,0.7,,,,,,5,2011,9.23,7.04,,25.5,
2011-09-22,,9,5.21,,,2.69,,0.8,,,,,,6,2011,9.14,7.04,,25,
2011-09-23,,9,4.79,,,2.69,,0.8,,,,,,6,2011,9.11,6.95,,25,
2011-09-26,,9,7.84,,,2.69,,0.6,,,,,,8,2011,8.69,7.19,,24.5,
2011-09-27,,9,7.19,,,2.69,,0.7,,,,,,8,2011,8.39,7.06,,25,
2011-09-28,,9,6.27,,,2.69,,0.7,,,,,,8,2011,8.48,7.03,,25.5,
2011-09-29,,9,3.85,,,2.69,,0.8,,,,,,11,2011,8.45,7.04,,25.5,
2011-09-30,,9,3.13,,,2.69,,0.8,,,,,,14,2011,8.51,7.1,,25,
2011-10-03,,10,8.25,,,2.69,,0.8,,,,,,11,2011,8.58,7.24,,24,
2011-10-04,,10,6.63,,,2.69,,0.7,,,,,,9,2011,8.86,7.22,,24,
2011-10-05,,10,6.47,,,2.69,,0.6,,,,,,10,2011,10.47,7.17,,24,
2011-10-06,,10,3.59,1.12,5.22,2.69,,0.6,,,6.4,,,10,2011,9.41,7.14,,23.5,
2011-10-07,,10,4.06,,,2.69,,0.6,,,,,,11,2011,9.26,7.14,,24,
2011-10-10,,10,8.72,,,2.69,,0.7,,,,,,10,2011,9.39,7.19,,23.5,
2011-10-11,,10,9.67,,,2.69,,0.7,,,,,,9,2011,9.26,7.25,,24.5,
2011-10-12,,10,9.42,,,2.69,,0.7,,,,,,8,2011,9.16,7.17,,24,
2011-10-13,,10,8.23,,,2.69,,0.7,,,,,,8,2011,9.12,7.11,,24,
2011-10-14,,10,7.6,,,2.69,,0.7,,,,,,8,2011,9.06,7.08,,24.5,
2011-10-17,,10,9.97,,,2.69,,0.7,,,,,,8,2011,9.11,7.26,,24,
2011-10-18,,10,12.63,,,2.69,,0.7,,,,,,8,2011,9.01,7.14,,24,
2011-10-19,,10,10.09,,,2.69,,0.7,,,,,,7,2011,8.9,7.19,,24,
2011-10-20,,10,10.49,,,2.69,,0.7,,,,,,9,2011,8.96,6.9,,23.5,
2011-10-21,,10,8.95,,,2.69,,0.9,,,,,,8,2011,8.84,7.13,,23.5,
2011-10-24,,10,12.13,,,2.69,,0.8,,,,,,9,2011,8.68,7.14,,24.5,
2011-10-25,,10,12.78,,,2.69,,0.8,,,,,,7,2011,8.97,7.16,,24,
2011-10-26,,10,12.21,,,2.69,,0.8,,,,,,8,2011,9.13,7.04,,23.5,
2011-10-27,,10,11.78,,,2.69,,0.9,,,,,,8,2011,8.87,7.04,,23.5,
2011-10-28,,10,12.47,,,2.69,,0.7,,,,,,9,2011,9.19,7,,24,
2011-10-31,,10,16.32,,,2.69,,0.8,,,,,,10,2011,8.65,7.15,,23.5,
2011-11-01,,11,17.9,,,2.69,,0.9,,,,,,7,2011,8.85,7.16,,24.2,
2011-11-02,,11,17.72,,,2.69,,0.9,,,,,,7,2011,8.77,7.16,,23.5,
2011-11-03,,11,18.68,,,2.69,,0.8,,,,,,10,2011,8.77,7.03,,24,
2011-11-04,,11,18.1,,,2.69,,0.7,,,,,,9,2011,8.71,7.13,,22,
2011-11-07,,11,16.89,,,2.69,,0.7,,,,,,10,2011,10.02,7.18,,22,
2011-11-08,,11,17.13,,,2.69,,0.7,,,,,,9,2011,9.8,7.16,,22,
2011-11-09,,11,18.49,0.6,4.01,2.69,,0.8,,,22,,4.2,8,2011,9.61,7.15,,22,
2011-11-10,,11,19.38,,,2.69,,0.7,,,,,,10,2011,9.34,7.23,,22,
2011-11-14,,11,20.96,,,2.69,,0.7,,,,,,10,2011,9.24,7.02,,22,
2011-11-15,,11,22.72,,,2.69,,0.8,,,,,,10,2011,9.12,7.13,,22,
2011-11-16,,11,22.72,,,2.69,,0.8,,,,,,10,2011,9.07,7.13,,21.5,
2011-11-17,,11,19.3,,,2.69,,0.7,,,,,,11,2011,8.98,7.16,,21.5,
2011-11-18,,11,20.92,,,2.69,,0.7,,,,,,9,2011,8.94,7.21,,21,
2011-11-21,,11,21.12,,,2.69,,0.7,,,,,,10,2011,9.46,7.11,,22,
2011-11-22,,11,20.87,,,2.69,,0.7,,,,,,10,2011,9.44,7.1,,22,
2011-11-23,,11,20.44,,,2.69,,0.8,,,,,,11,2011,9.87,7.11,,22,
2011-11-28,,11,25.75,,,2.69,,0.7,,,,,,19,2011,8.91,7.19,,21.5,
2011-11-29,,11,25.43,,,2.69,,0.7,,,,,,20,2011,8.63,7.23,,22,
2011-11-30,,11,25.76,,,2.69,,0.7,,,,,,22,2011,8.3,7.23,,21.5,
2011-12-01,,12,30.61,,,2.69,,0.6,,,,,,22,2011,8.3,7.25,,22,
2011-12-02,,12,28.32,,,2.69,,0.6,,,,,,23,2011,8.66,7.21,,20.5,
2011-12-05,,12,25.92,,,2.69,,0.6,,,,,,18,2011,9.42,7.29,,21,
2011-12-06,,12,29.87,,,2.69,,0.6,,,,,,17,2011,8.97,7.22,,18.5,
2011-12-07,,12,28.17,,,2.69,,0.6,,,,,,16,2011,8.87,7.21,,19,
2011-12-08,,12,28.89,0.4,2.61,2.69,,0.7,,,29,,3.1,17,2011,8.71,7.24,,19.5,
2011-12-09,,12,28.52,,,2.69,,0.7,,,,,,19,2011,8.81,7.28,,21.5,
2011-12-12,,12,29.38,,,2.69,,0.6,,,,,,20,2011,9.46,7.19,,19,
2011-12-13,,12,29.07,,,2.69,,0.7,,,,,,16,2011,9.84,7.21,,18.5,
2011-12-14,,12,28.71,,,2.69,,0.7,,,,,,18,2011,8.79,7.23,,18.5,
2011-12-15,,12,28.39,,,2.69,,0.7,,,,,,16,2011,8.86,7.22,,18,
2011-12-16,,12,27.34,,,2.69,,0.8,,,,,,15,2011,8.86,7.23,,19,
2011-12-19,,12,28.45,,,2.69,,0.6,,,,,,16,2011,8.76,7.25,,19,
2011-12-20,,12,28.36,,,2.69,,0.6,,,,,,16,2011,9.02,7.25,,19,
2011-12-21,,12,28.83,,,2.69,,0.8,,,,,,16,2011,8.87,7.21,,18.5,
2011-12-22,,12,26.91,,,2.69,,0.8,,,,,,16,2011,6.56,7.12,,18.4,
2011-12-23,,12,26.7,,,2.69,,0.8,,,,,,19,2011,10.53,7.3,,17.5,
2011-12-24,,12,23.32,,,2.69,,0.8,,,,,,15,2011,9.31,7.27,,17.5,
2011-12-25,,12,20.57,,,2.69,,0.7,,,,,,15,2011,8.72,7.3,,18,
2011-12-26,,12,22.47,,,2.69,,0.8,,,,,,14,2011,8.93,7.32,,18.7,
2011-12-27,,12,25.88,,,2.69,,0.8,,,,,,18,2011,8.9,7.34,,19,
2011-12-28,,12,23.7,,,2.69,,0.8,,,,,,17,2011,8.85,7.34,,18.5,
2011-12-29,,12,25.36,,,2.69,,0.7,,,,,,18,2011,8.12,7.25,,18.5,
2011-12-30,,12,27.9,,,2.69,,0.7,,,,,,30,2011,10.24,7.23,,19,
2012-01-03,,1,29.59,,,2.69,,0.6,,,,,,19,2012,8.55,7.17,,19,
2012-01-04,,1,29.29,,,2.69,,0.6,,,,,,17,2012,8.52,7.27,,19,
2012-01-05,,1,27.14,,,2.69,,0.7,,,,,,18,2012,8.43,7.18,,19,
2012-01-06,,1,26.66,,,2.69,,0.7,,,,,,20,2012,8.32,7.29,,19,
2012-01-09,,1,28.47,,,2.69,,0.7,,,,,,21,2012,8.44,7.28,,18,
2012-01-10,,1,25.71,,,2.69,,0.7,,,,,,19,2012,8.55,7.2,,18,
2012-01-11,,1,27.2,0.81,0.1,2.69,,0.7,,,30,,4.1,19,2012,8.64,7.29,,18,
2012-01-12,,1,26.14,,,2.69,,0.7,,,,,,19,2012,8.57,7.2,,18,
2012-01-13,,1,22.52,,,2.69,,0.7,,,,,,18,2012,8.53,7.19,,18,
2012-01-17,,1,23.94,,,2.69,,0.7,,,,,,15,2012,8.64,7.25,,18.2,
2012-01-18,,1,21.15,,,2.69,,0.7,,,,,,15,2012,8.71,7.23,,17.5,
2012-01-19,,1,22.42,,,2.69,,0.7,,,,,,15,2012,8.84,7.26,,17.5,
2012-01-20,,1,24.52,,,2.69,,1,,,,,,15,2012,13.39,7.3,,17.5,
2012-01-23,,1,14.82,,,2.69,,0.4,,,,,,18,2012,20.81,7.15,,16,
2012-01-24,,1,8.98,,,2.69,,0.6,,,,,,16,2012,12.77,7.25,,17,
2012-01-25,,1,14.45,,,2.69,,0.7,,,,,,13,2012,11.18,7.27,,18,
2012-01-26,,1,15.04,,,2.69,,0.6,,,,,,14,2012,10.56,7.25,,18,
2012-01-27,,1,16.06,,,2.69,,0.6,,,,,,14,2012,10.23,7.34,,18,
2012-01-30,,1,17.66,,,2.69,,0.6,,,,,,15,2012,9.61,7.21,,18,
2012-01-31,,1,17.66,,,2.69,,0.6,,,,,,12,2012,9.41,7.21,,18,
2012-02-01,,2,19.35,,,2.69,,0.6,,,,,,14,2012,9.32,7.26,,17.5,
2012-02-02,,2,20.11,,,2.69,,0.6,,,,,,15,2012,8.95,7.25,,17.5,
2012-02-03,,2,19.91,,,2.69,,0.6,,,,,,15,2012,8.93,7.33,,18,
2012-02-06,,2,17.03,,,2.69,,0.7,,,,,,18,2012,8.9,7.28,,17.5,
2012-02-07,,2,17.23,,,2.69,,0.8,,,,,,16,2012,11.2,7.27,,17,
2012-02-08,,2,14.44,,,2.69,,0.7,,,,,,16,2012,10.06,7.06,,17.5,
2012-02-09,,2,15.1,0.48,6.69,2.69,,0.7,,,16,,3.2,16,2012,9.81,7.15,,18,
2012-02-10,,2,15.32,,,2.69,,0.7,,,,,,14,2012,9.5,7.27,,18,
2012-02-13,,2,17.08,,,2.69,,0.6,,,,,,16,2012,9.81,7.28,,17,
2012-02-14,,2,15.99,,,2.69,,0.6,,,,,,14,2012,9.31,7.18,,18,
2012-02-15,,2,15.98,,,2.69,,0.7,,,,,,14,2012,9.41,7.27,,18,
2012-02-16,,2,15.65,,,2.69,,0.6,,,,,,14,2012,9.15,7.21,,18,
2012-02-17,,2,12.82,,,2.69,,0.6,,,,,,16,2012,9.13,7.19,,18,
2012-02-21,,2,13.37,,,2.69,,0.6,,,,,,15,2012,8.98,7.21,,18,
2012-02-22,,2,13.09,,,2.69,,0.6,,,,,,14,2012,8.69,7.14,,20,
2012-02-23,,2,13.52,,,2.69,,0.6,,,,,,14,2012,8.64,7.13,,19,
2012-02-24,,2,13.41,,,2.69,,0.6,,,,,,12,2012,8.58,7.24,,19,
2012-02-27,,2,14.82,,,2.69,,0.5,,,,,,14,2012,9.04,7.33,,19,
2012-02-28,,2,15.81,,,2.69,,0.6,,,,,,14,2012,8.9,7.22,,17,
2012-02-29,,2,13.69,,,2.69,,0.6,,,,,,14,2012,10.85,7.18,,17,
2012-07-11,2.9,,6.529,0.8713,11.16,,9,,21.0313,3.6,11,23.0313,4.7,12,,8.95,6.975,13.3,24.95,
2012-07-23,2.6,,10.52,0.561,8.45,,13,,22.011,2.9,15,24.011,3.2,14,,9.61,7.14,14.9,25.3,
2012-08-07,3,,11.64,0.73,9.63,,13,,23.36,3.6,16,26.36,4.2,16,,9.34,7.095,13.9,25.3,
2012-08-16,3.3,,11.33,0.89,10.41,,13,,24.3,3.7,14,25.3,3.8,9,,9.19,7.095,13.3,25.35,
2012-09-11,3.9,,12.48,0.96,4.36,,13,,18.32,3.5,15,20.32,3.7,10,,8.83,7.155,13.64,25.35,
2012-09-26,3.4,,10.94,0.98,5.25,,13,,19.23,3.7,14,20.23,3.9,10,,8.58,7.13,14.04,24.85,
2012-10-04,3.7,,10.2,0.99,6.16,,11,,18.15,3.9,11,18.15,4.1,8,,8.55,7.095,13.75,24.45,
2012-10-23,2.3,,9.52,0.7,3.41,,11,,15.11,2.5,12,16.11,2.6,10,,11.64,7.065,24.33,23.2,
2012-11-07,3.7,,11.54,0.81,3.74,,13,,17.55,3.3,13,17.55,3.5,10,,8.89,7.045,13.19,22.8,
2012-11-19,2.5,,9.034,0.8,5.62,,11,,17.42,2.7,11,17.42,2.8,11,,12.67,6.95,16.76,21.95,
2012-11-30,2.3,,9.138,0.65,9.01,,10,,19.66,2.7,9.9,19.56,3.9,11,,16.28,6.91,30.65,20.55,
2012-12-04,0.88,,3.376,0.57,7.62,,4.4,,12.59,0.98,5.6,13.79,1.2,14,,19.38,6.975,29.43,19.4,
2012-12-13,2.3,,8.678,0.69,9.61,,11,,21.3,2.6,12,22.3,2.4,11,,10.83,7.015,14.99,20.35,
2012-12-26,0.94,,5.636,0.64,3.31,,7.2,,11.15,0.94,7.9,11.85,1.2,12,,26.81,7.025,38.9,17.3,
2013-01-08,2,,13.9,0.76,4.13,,14,,18.89,2.5,15,19.89,2.6,10,,11.07,7.075,15.46,18.45,
2013-01-29,2.4,,13.26,1.07,5.41,,17,,23.48,2.9,18,24.48,3.4,17,,9.9,7.1,15.07,18.2,
2013-02-07,2.6,,15.46,1.06,8.07,,17,,26.13,2.8,16,25.13,3.3,16,,9.23,7.26,14.2,18.45,
2013-02-19,3.2,,12.1,1.18,7.39,,13,,21.57,3.2,14,22.57,3.4,13,,9.72,7.25,14.99,18.65,
2013-03-06,2.9,,10.4,1.25,9.36,,12,,22.61,3.4,11,21.61,3.6,12,,9.15,7.15,14.2,19.1,
2013-03-18,3.3,,10.1,1.22,9.28,,12,,22.5,3.6,13,23.5,3.9,11,,9.86,7.15,15.4,20.2,
2013-04-02,2.7,,7.896,1.02,13.45,,9.9,,24.37,2.7,9.6,24.07,3.3,9,,9.62,7.1,14.05,20.555,
2013-04-17,3.1,,10.3,1.06,16.47,,8.5,,26.03,3.4,9.8,27.33,3.6,8,,8.98,7.105,13.63,21.04,
2013-05-07,3,,7.49,0.95,9.5,,8.8,,19.25,3.1,11,21.45,3.5,8,,8.85,7.045,13.35,22.34,
2013-05-22,3.4,,9.14,0.83,8.91,,11,,20.74,3.4,11,20.74,3.7,9,,8.74,7.02,13.75,23.39,
2013-06-06,3.3,,13.95,0.76,11.32,,16,,28.08,3.4,17,29.08,3.9,12,,8.66,7.245,13.41,23.81,
2013-06-18,3.3,,16.65,0.66,7.99,,18,,26.65,3.5,19,27.65,3.8,14,,8.6,7.08,13.19,24.075,
2013-07-10,3.1,,13.4,1.11,8.11,,16,,25.22,3.5,18,27.22,4,13,,8.73,6.985,12.34,25.72,
2013-07-22,3.2,,15,1.29,7.32,,18,,26.61,4.2,18,26.61,3.6,9,,9.34,7.025,14.49,24.335,
2013-08-06,3.2,,15.45,0.89,9.05,,18,,27.94,3.1,20,29.94,3.7,12,,8.68,6.99,12.69,22.93,
2013-08-22,3.1,,14.3,0.86,12.88,,15,,28.74,3.2,19,32.74,3.7,14,,8.62,7.265,13.74,24.015,
2013-09-10,2.6,,13.8,0.74,3.83,,16,,20.57,3.2,18,22.57,3.8,10,,8.82,7.105,13.56,23.455,
2013-09-18,3.2,,12.2,0.88,7.94,,14,,22.82,3.6,17,25.82,4.2,12,,8.48,7.08,12.89,25.81,
2013-10-10,3.2,,16.25,1.11,8.29,,20,,29.4,3.5,20,29.4,3.9,10,,8.52,7.14,13.47,21.765,
2013-10-22,3.1,,17.1,0.85,5.54,,17,,23.39,3.6,19,25.39,3.9,14,,8.45,7.035,13.73,24.5,
2013-11-06,3.2,,15,0.76,7.81,,16,,24.57,3.7,17,25.57,4.3,12,,8.17,7.05,12.87,23.125,
2013-11-18,2.8,,19,0.79,4.69,,22,,27.48,3.2,25,30.48,3.9,15,,9.17,7.22,14.05,20.41,
2013-11-20,3.1,,23,0.82,4.49,,24,,29.31,3.5,25,30.31,4.1,16,,10.59,7.17,19.23,22.205,
2013-12-03,2.7,,26,0.57,3.92,,30,,34.49,3,29,33.49,3.9,19,,8.43,7.22,12.72,21.535,
2013-12-19,3.4,,24,0.53,5.59,,24,,30.12,3.8,24,30.12,4.1,13,,8.6,7.165,12.13,19.73,
2014-01-07,3.3,,25,0.44,2.95,,28,,31.39,3.5,35,38.39,4,12,,8.47,7.3,13.15,17.695,
2014-01-22,3.6,,24,0.95,3.48,,29,,33.43,3.9,26,30.43,4.1,9,,8.54,6.815,14.44,19.245,
2014-02-06,3.4,,17,0.94,5.52,,23,,29.46,4,21,27.46,4.1,9,,10.57,6.805,13.24,19.085,
2014-02-07,2.2,,13,0.96,5.54,,17,,23.5,2.8,18,24.5,3,10,,11.23,6.695,17.71,18.11,
2014-02-18,3.6,,14,0.84,6.4,,18,,25.24,3.9,16,23.24,4.2,9,,10.29,7.34,16.59,18.11,
2014-03-05,2.6,,9,0.82,6.85,,10,,17.67,2.8,11,18.67,3,9,,11.17,7.34,16.27,19.65,
2014-03-17,3.3,,13,0.81,5.9,,14,,20.71,2.9,15,21.71,3.2,8,,9.69,7.14,15.57,19.605,
2014-04-08,2.6,,8,0.95,8.03,,8.8,,17.78,2.8,9.7,18.68,3.1,7,,10.88,7.11,15.99,21.12,
2014-04-17,3.6,,14,0.94,7.19,,14,,22.13,3.6,15,23.13,4,8,,9.29,7.13,13.69,21.955,
2014-05-06,3.1,,18,0.9,4.65,,18,,23.55,3.1,20,25.55,3.5,9,,8.68,7.13,13.27,22.625,
2014-05-20,3.3,,16,0.93,5.36,,17,,23.29,3.5,19,25.29,3.8,9,,8.17,7.065,13.25,21.575,
2014-06-05,3.6,,18,0.87,7.81,,18,,26.68,3.8,19,27.68,4.1,7,,8.55,7,14.44,24.415,
2014-06-17,3.2,,19,0.76,5.82,,19,,25.58,3.5,21,27.58,3.8,10,,9.28,7.1,17.32,22.18,
2014-07-09,2.7,,17,,7.76,,,,,,18,25.76,4,,,8.88,,,,
2014-07-22,2.6,,15,,7.65,,,,,,18,25.65,3.7,,,8.67,,,,
2014-08-05,3.3,,20,,6.78,,,,,,23,29.78,3.6,,,8.38,,,,
2014-08-20,2,,26,,5.68,,,,,,28,33.68,3.3,,,8.7,,,,
2014-09-10,2.8,,20,,5.36,,,,,,25,30.36,3.4,,,8.99,,,,
2014-09-24,1.8,,26,,2.45,,,,,,34,36.45,4.4,,,8.47,,,,
2014-10-09,2,,26,,3.45,,,,,,33,36.45,3,,,8.38,,,,
2014-10-22,2.2,,29,,3.18,,,,,,40,43.18,3.5,,,8.37,,,,
2014-11-04,2,,23,,1,,,,,,30,31,3.2,,,8.38,,,,
2014-11-20,2,,30,,0.76,,,,,,41,41.76,3.4,,,10.05,,,,
2014-12-09,2.6,,22,,0.41,,,,,,29,29.41,2.7,,,10.56,,,,
2014-12-18,0.096,,7,,2.18,,,,,,11,13.18,1,,,26.55,,,,
2015-01-14,2.3,,31,,0.29,,,,,,35,35.29,2.6,,,9.66,,,,
2015-01-22,2.5,,30,,0.65,,,,,,33,33.65,3.5,,,8.6,,,,
2015-02-12,1.2,,16,,5.7,,,,,,18,23.7,2.4,,,11.48,,,,
2015-02-19,2.5,,20,,4.84,,,,,,25,29.84,3.9,,,11.42,,,,
2015-03-04,2.5,,22,,3.31,,,,,,26,29.31,3.5,,,8.89,,,,
2015-03-18,2.6,,24,,3.52,,,,,,28,31.52,4,,,9.17,,,,
2015-04-15,,,,,,,,,,,,,,,,9.01,,,,
2015-05-15,,,,,,,,,,,,,,,,8.53,,,,
2015-06-15,,,,,,,,,,,,,,,,8.319,,,,
2015-07-15,,,,,,,,,,,,,,,,8.27741935483871,,,,
2015-08-15,,,,,,,,,,,,,,,,7.98774193548387,,,,
2015-09-15,,,,,,,,,,,,,,,,7.928,,,,
2015-10-15,,,,,,,,,,,,,,,,7.64774193548387,,,,
2015-11-15,,,,,,,,,,,,,,,,7.91933333333333,,,,
2015-12-15,,,,,,,,,,,,,,,,8.91838709677419,,,,
2016-01-15,,,,,,,,,,,,,,,,13.8703225806452,,,,
2016-02-15,,,,,,,,,,,,,,,,9.77172413793103,,,,
2016-03-15,,,,,,,,,,,,,,,,16.551935483871,,,,
2016-04-15,,,,,,,,,,,,,,,,9.691,,,,
2016-05-15,,,,,,,,,,,,,,,,8.83548387096774,,,,
2016-06-15,,,,,,,,,,,,,,,,8.55733333333333,,,,
2016-07-15,,,,,,,,,,,,,,,,8.32451612903226,,,,
2016-08-15,,,,,,,,,,,,,,,,8.22806451612903,,,,
2016-09-15,,,,,,,,,,,,,,,,8.04133333333333,,,,
2016-10-15,,,,,,,,,,,,,,,,8.54967741935484,,,,
2016-11-15,,,,,,,,,,,,,,,,8.90233333333333,,,,
2016-12-15,,,,,,,,,,,,,,,,11.5261290322581,,,,
2017-01-15,,,,,,,,,,,,,,,,24.4767741935484,,,,
2017-02-15,,,,,,,,,,,,,,,,24.4482142857143,,,,
2017-03-15,,,,,,,,,,,,,,,,15.5270967741936,,,,
2017-04-15,,,,,,,,,,,,,,,,14.2083333333333,,,,
2017-05-15,,,,,,,,,,,,,,,,9.37,,,,
2017-06-15,,,,,,,,,,,,,,,,8.80733333333333,,,,
2017-07-15,,,,,,,,,,,,,,,,8.53612903225807,,,,
2017-08-15,,,,,,,,,,,,,,,,8.50935483870968,,,,
2017-09-15,,,,,,,,,,,,,,,,8.298,,,,
2017-10-15,,,,,,,,,,,,,,,,7.95354838709677,,,,
2017-11-15,,,,,,,,,,,,,,,,8.942,,,,
2017-12-15,,,,,,,,,,,,,,,,7.87483870967742,,,,
2018-01-15,,,,,,,,,,,,,,,,10.4974193548387,,,,
2018-02-15,,,,,,,,,,,,,,,,8.46357142857143,,,,
2018-03-15,,,,,,,,,,,,,,,,13.0961290322581,,,,
2018-04-15,,,,,,,,,,,,,,,,12.166,,,,
2018-05-15,,,,,,,,,,,,,,,,8.5141935483871,,,,
2018-06-15,,,,,,,,,,,,,,,,7.93533333333333,,,,
