Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,Salinity,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2010-07-14,,7,7.88,0.97,11.12,2.69,,0.8,,,11,,,15,2010,9.63,7.05,,24.5,
2010-07-15,,7,8.66,,,2.69,,0.8,,,,,,15,2010,9.7,7.03,,24.5,
2010-07-16,,7,7.46,,,2.69,,0.8,,,,,,15,2010,9.93,7,,24.5,
2010-07-19,,7,9.52,,,2.69,,0.7,,,,,,15,2010,9.72,7.04,,25,
2010-07-20,,7,9.65,,,2.69,,0.8,,,,,,15,2010,10.03,7.03,,24,
2010-07-21,,7,9.98,,,2.69,,0.8,,,,,,15,2010,9.66,7.06,,24,
2010-07-22,,7,10.3,,,2.69,,0.8,,,,,,17,2010,9.67,7.01,,24.5,
2010-07-23,,7,9.11,,,2.69,,0.8,,,,,,16,2010,10.2,7.05,,24.5,
2010-07-26,,7,10.81,,,2.69,,0.8,,,,,,14,2010,9.25,6.99,,23.4,
2010-07-27,,7,12.15,,,2.69,,0.8,,,,,,14,2010,10.51,7.08,,24,
2010-07-28,,7,13.54,,,2.69,,0.8,,,,,,14,2010,9.25,6.9,,24,
2010-07-29,,7,11.8,,,2.69,,0.8,,,,,,13,2010,9.58,6.98,,24,
2010-07-30,,7,12.85,,,2.69,,0.7,,,,,,12,2010,9.15,7.01,,24.5,
2010-08-02,,8,11.89,,,2.69,,0.7,,,,,,15,2010,9.8,7.26,,24.5,
2010-08-03,,8,14.85,,,2.69,,0.7,,,,,,13,2010,9.25,7.37,,24,
2010-08-04,,8,13.67,,,2.69,,0.7,,,,,,15,2010,9.15,7.26,,24.5,
2010-08-05,,8,11.07,0.92,12.13,2.69,,0.7,,,14,,,16,2010,9.2,7.22,,24,
2010-08-06,,8,9.69,,,2.69,,0.8,,,,,,15,2010,9.53,7.15,,24,
2010-08-09,,8,10.61,,,2.69,,0.9,,,,,,16,2010,9.55,7.05,,24,
2010-08-10,,8,9.84,,,2.69,,0.9,,,,,,15,2010,9.37,7.04,,24,
2010-08-11,,8,9.08,,,2.69,,0.9,,,,,,15,2010,9.19,7.18,,24,
2010-08-12,,8,9.38,,,2.69,,0.8,,,,,,17,2010,8.94,7.2,,24,
2010-08-13,,8,9.36,,,2.69,,0.8,,,,,,15,2010,9.13,7.17,,24.5,
2010-08-16,,8,11.54,,,2.69,,0.7,,,,,,17,2010,9.33,7.06,,24.5,
2010-08-17,,8,11.72,,,2.69,,0.7,,,,,,15,2010,9.36,7.23,,24.6,
2010-08-18,,8,10.27,,,2.69,,0.7,,,,,,15,2010,9.17,7.17,,24.7,
2010-08-19,,8,10.05,,,2.69,,0.7,,,,,,17,2010,9.11,7.04,,25,
2010-08-20,,8,8.42,,,2.69,,0.7,,,,,,17,2010,9.24,7.17,,24.5,
2010-08-23,,8,11.67,,,2.69,,0.8,,,,,,18,2010,8.99,6.99,,25.3,
2010-08-24,,8,10.11,,,2.69,,0.7,,,,,,15,2010,8.82,6.94,,26.5,
2010-08-25,,8,8.18,,,2.69,,0.7,,,,,,18,2010,8.93,7.15,,26.5,
2010-08-26,,8,7.63,,,2.69,,0.7,,,,,,18,2010,8.96,7.18,,26,
2010-08-27,,8,8.65,,,2.69,,0.8,,,,,,16,2010,8.99,7.05,,25,
2010-08-30,,8,11.49,,,2.69,,0.7,,,,,,14,2010,9.19,7.23,,25,
2010-08-31,,8,13.14,,,2.69,,0.7,,,,,,15,2010,8.93,7.16,,26,
2010-09-01,,9,9.95,,,2.69,,0.7,,,,,,15,2010,8.98,7.13,,25,
2010-09-02,,9,9.09,,,2.69,,0.7,,,,,,16,2010,9.02,7.06,,25,
2010-09-03,,9,8.4,,,2.69,,0.8,,,,,,18,2010,8.97,7.16,,25,
2010-09-07,,9,12.74,,,2.69,,0.9,,,,,,16,2010,9.38,7.21,,24.9,
2010-09-08,,9,12.37,,,2.69,,0.9,,,,,,15,2010,9.25,7.08,,24.5,
2010-09-09,,9,11.24,,,2.69,,0.9,,,,,,18,2010,9.05,7.23,,24.5,
2010-09-10,,9,10.98,,,2.69,,0.9,,,,,,18,2010,9.06,7.23,,25,
2010-09-13,,9,11.44,,,2.69,,0.9,,,,,,13,2010,10.25,7,,24.6,
2010-09-14,,9,12.74,1.12,7.69,2.69,,0.9,,,16,,,13,2010,8.98,7.22,,24,
2010-09-15,,9,12.8,,,2.69,,0.8,,,,,,14,2010,8.92,7.13,,24,
2010-09-16,,9,12.88,,,2.69,,0.8,,,,,,13,2010,8.89,7.22,,25,
2010-09-17,,9,11.92,,,2.69,,0.8,,,,,,12,2010,8.98,7.24,,25,
2010-09-20,,9,13.58,,,2.69,,0.8,,,,,,15,2010,9.18,7.1,,25,
2010-09-21,,9,13.17,,,2.69,,0.7,,,,,,11,2010,8.94,6.98,,25,
2010-09-22,,9,12.38,,,2.69,,0.8,,,,,,12,2010,8.91,7.2,,25,
2010-09-23,,9,11.88,,,2.69,,0.7,,,,,,15,2010,8.78,7.26,,25,
2010-09-24,,9,12.1,,,2.69,,0.7,,,,,,15,2010,8.83,7.21,,25,
2010-09-27,,9,11.98,,,2.69,,0.7,,,,,,13,2010,9.23,7.23,,25.6,
2010-09-28,,9,12.21,,,2.69,,0.7,,,,,,11,2010,9.13,7.18,,25.7,
2010-09-29,,9,11.3,,,2.69,,0.8,,,,,,14,2010,9.29,7.32,,25.5,
2010-09-30,,9,10.86,,,2.69,,0.7,,,,,,15,2010,8.79,7.04,,25,
2010-10-01,,10,9.79,,,2.69,,0.7,,,,,,19,2010,8.58,7.06,,25,
2010-10-04,,10,13.15,,,2.69,,0.7,,,,,,14,2010,9.01,7.28,,25.6,
2010-10-05,,10,11.8,,,2.69,,0.7,,,,,,12,2010,8.81,7.3,,25.8,
2010-10-06,,10,11.76,,,2.69,,0.8,,,,,,14,2010,8.8,7.25,,25.7,
2010-10-07,,10,10.4,1.15,11.69,2.69,,0.8,,,12,,,20,2010,8.75,7.25,,25,
2010-10-08,,10,11.55,,,2.69,,0.8,,,,,,24,2010,8.78,7.1,,24.5,
2010-10-11,,10,12.21,,,2.69,,0.9,,,,,,14,2010,8.84,7.17,,25.5,
2010-10-12,,10,12.8,,,2.69,,0.8,,,,,,13,2010,8.49,7.15,,25.9,
2010-10-13,,10,12.24,,,2.69,,0.8,,,,,,14,2010,8.62,7.16,,25.9,
2010-10-14,,10,10.83,,,2.69,,0.7,,,,,,15,2010,8.87,7.17,,26.1,
2010-10-15,,10,10.32,,,2.69,,0.7,,,,,,16,2010,8.72,7.06,,25.7,
2010-10-18,,10,14.06,,,2.69,,0.7,,,,,,16,2010,8.9,7.07,,24,
2010-10-19,,10,13.03,,,2.69,,0.6,,,,,,10,2010,8.78,7.17,,25.3,
2010-10-20,,10,11.91,,,2.69,,0.7,,,,,,9,2010,8.71,7.17,,25,
2010-10-21,,10,10.83,,,2.69,,0.7,,,,,,10,2010,8.73,7.15,,25,
2010-10-22,,10,11.31,,,2.69,,0.7,,,,,,10,2010,9.2,7.09,,24.6,
2010-10-25,,10,10.67,,,2.69,,0.7,,,,,,10,2010,9.99,7.12,,22.5,
2010-10-26,,10,8.51,,,2.69,,0.7,,,,,,7,2010,9.41,7.08,,23,
2010-10-27,,10,9.04,,,2.69,,0.7,,,,,,8,2010,9.72,7.01,,21,
2010-10-28,,10,10.1,,,2.69,,0.8,,,,,,10,2010,8.89,6.92,,22.5,
2010-10-29,,10,8.28,,,2.69,,0.7,,,,,,8,2010,9.8,6.82,,21,
2010-11-01,,11,8.66,,,2.69,,0.6,,,,,,6,2010,9.44,7.07,,23.5,
2010-11-02,,11,9.17,,,2.69,,0.6,,,,,,5,2010,9.16,7.07,,24,
2010-11-03,,11,10.03,0.89,6.35,2.69,,0.6,,,12,,,8,2010,9.37,7.08,,23.5,
2010-11-04,,11,10,,,2.69,,0.6,,,,,,8,2010,9.04,7.12,,24,
2010-11-05,,11,9.68,,,2.69,,0.7,,,,,,9,2010,9.24,7.09,,23.5,
2010-11-08,,11,8.98,,,2.69,,0.7,,,,,,9,2010,10.32,6.91,,21,
2010-11-09,,11,9.49,,,2.69,,0.7,,,,,,9,2010,9.48,7.02,,22,
2010-11-10,,11,10.72,,,2.69,,0.7,,,,,,9,2010,9.37,7.03,,22.5,
2010-11-12,,11,10.34,,,2.69,,0.6,,,,,,10,2010,9.05,7.01,,22.5,
2010-11-15,,11,13.96,,,2.69,,0.6,,,,,,9,2010,8.94,7.09,,24,
2010-11-16,,11,13.46,,,2.69,,0.6,,,,,,10,2010,9.06,7,,23.9,
2010-11-17,,11,14.4,,,2.69,,0.6,,,,,,10,2010,9,7.06,,22,
2010-11-18,,11,14.63,,,2.69,,0.6,,,,,,11,2010,8.91,7.15,,22,
2010-11-19,,11,13.96,,,2.69,,0.6,,,,,,10,2010,9.65,7.11,,20,
2010-11-22,,11,10.79,,,2.69,,0.6,,,,,,10,2010,10.58,6.86,,22.1,
2010-11-23,,11,14.34,,,2.69,,0.7,,,,,,9,2010,10.04,6.82,,22,
2010-11-24,,11,13.22,,,2.69,,0.7,,,,,,11,2010,10.66,6.84,,20,
2010-11-29,,11,14.4,,,2.69,,0.6,,,,,,12,2010,9.92,7.09,,20,
2010-11-30,,11,15.54,,,2.69,,0.6,,,,,,10,2010,9.74,7.08,,20,
2010-12-01,,12,20,,,2.69,,0.6,,,,,,12,2010,9.55,7.02,,20,
2010-12-02,,12,20.6,,,2.69,,0.6,,,,,,12,2010,9.66,7.08,,20,
2010-12-03,,12,19.47,,,2.69,,0.7,,,,,,11,2010,10.31,7.01,,20,
2010-12-06,,12,15.54,,,2.69,,0.6,,,,,,14,2010,12.5,7.01,,19,
2010-12-07,,12,12.9,,,2.69,,0.8,,,,,,10,2010,10.64,7.02,,20,
2010-12-08,,12,12.55,,,2.69,,0.8,,,,,,10,2010,12.7,6.96,,19.5,
2010-12-09,,12,12.91,12,7.06,2.69,,0.8,,,15,,,12,2010,11.8,7.08,,19,
2010-12-10,,12,15,,,2.69,,0.8,,,,,,10,2010,10.74,7.06,,20,
2010-12-13,,12,15.07,,,2.69,,0.7,,,,,,12,2010,10.16,7.06,,21.3,
2010-12-14,,12,17.04,,,2.69,,0.7,,,,,,11,2010,10.41,7,,21.2,
2010-12-15,,12,15.98,,,2.69,,0.7,,,,,,12,2010,10.17,7.08,,19.9,
2010-12-16,,12,16.7,,,2.69,,0.7,,,,,,11,2010,10,7.03,,19.6,
2010-12-17,,12,16.51,,,2.69,,0.7,,,,,,11,2010,11.1,7.15,,19.8,
2010-12-20,,12,5.78,,,2.69,,0.6,,,,,,18,2010,17.53,7.14,,17.5,
2010-12-21,,12,7.68,,,2.69,,0.7,,,,,,10,2010,14.29,7.23,,18.5,
2010-12-22,,12,8.35,,,2.69,,0.6,,,,,,9,2010,18.02,7.08,,18,
2010-12-23,,12,7.68,,,2.69,,0.7,,,,,,7,2010,14.08,7.21,,18.5,
2010-12-27,,12,7.6,,,2.69,,0.6,,,,,,14,2010,16.57,6.91,,17,
2010-12-28,,12,8.08,,,2.69,,0.6,,,,,,11,2010,19.32,7.04,,17.5,
2010-12-29,,12,7.44,,,2.69,,0.5,,,,,,11,2010,29.05,7.02,,15,
2010-12-30,,12,5.39,,,2.69,,0.5,,,,,,12,2010,19.01,7.03,,16,
2011-01-03,,1,8.82,,,2.69,,0.6,,,,,,14,2011,15.74,7.19,,18.8,
2011-01-04,,1,9.5,,,2.69,,0.6,,,,,,11,2011,14.07,7.2,,19,
2011-01-05,,1,9.99,0.87,6.83,2.69,,0.6,,,12,,,11,2011,13.25,7.27,,19,
2011-01-06,,1,10.88,,,2.69,,0.6,,,,,,11,2011,12.57,7.18,,18.8,
2011-01-07,,1,11.76,,,2.69,,0.6,,,,,,11,2011,12.11,7.2,,17.5,
2011-01-10,,1,12.84,,,2.69,,0.6,,,,,,12,2011,11.52,7.21,,18,
2011-01-11,,1,13.32,,,2.69,,0.6,,,,,,11,2011,11.11,7.16,,17.5,
2011-01-12,,1,14.76,,,2.69,,0.6,,,,,,12,2011,10.95,7.21,,18,
2011-01-13,,1,14.61,,,2.69,,0.6,,,,,,13,2011,11.01,7.22,,18,
2011-01-14,,1,13.51,,,2.69,,0.6,,,,,,12,2011,10.82,7.19,,18.5,
2011-01-18,,1,14.35,,,2.69,,0.6,,,,,,13,2011,10.74,7.1,,18,
2011-01-19,,1,14.72,,,2.69,,0.7,,,,,,12,2011,10.51,7.23,,19,
2011-01-20,,1,14.72,,,2.69,,0.7,,,,,,11,2011,10.31,7.19,,18.5,
2011-01-21,,1,14.43,,,2.69,,0.7,,,,,,12,2011,10.19,7.2,,18,
2011-01-24,,1,13.1,,,2.69,,0.7,,,,,,14,2011,9.86,7.09,,19,
2011-01-25,,1,13.4,,,2.69,,0.7,,,,,,12,2011,9.79,7.19,,18.9,
2011-01-26,,1,13.5,,,2.69,,0.7,,,,,,13,2011,9.69,7.12,,19.5,
2011-01-27,,1,13.04,,,2.69,,0.7,,,,,,13,2011,9.6,7.21,,18,
2011-01-28,,1,12.01,,,2.69,,0.7,,,,,,13,2011,9.7,7.22,,18,
2011-01-31,,1,9.26,,,2.69,,0.6,,,,,,15,2011,11.68,7.21,,18,
2011-02-01,,2,9.06,,,2.69,,0.6,,,,,,12,2011,10.93,7.09,,18,
2011-02-02,,2,8.22,,,2.69,,0.7,,,,,,12,2011,10.57,7.22,,18,
2011-02-03,,2,9.35,,,2.69,,0.6,,,,,,14,2011,10.22,7.2,,18.5,
2011-02-04,,2,8.04,,,2.69,,0.6,,,,,,13,2011,10.16,7.09,,18.5,
2011-02-07,,2,8.08,,,2.69,,0.6,,,,,,14,2011,10.13,7.1,,19.5,
2011-02-08,,2,9.49,,,2.69,,0.6,,,,,,12,2011,10.03,7.12,,17.5,
2011-02-09,,2,9.75,,,2.69,,0.6,,,,,,14,2011,9.86,7.06,,18,
2011-02-10,,2,8.04,1.23,8.36,2.69,,0.6,,,11,,,14,2011,9.76,7.18,,19.7,
2011-02-11,,2,7.21,,,2.69,,0.6,,,,,,13,2011,9.82,7.18,,18.5,
2011-02-14,,2,7.84,,,2.69,,0.6,,,,,,15,2011,10.51,7.1,,18.5,
2011-02-15,,2,8.34,,,2.69,,0.7,,,,,,13,2011,11.33,7.18,,18.5,
2011-02-16,,2,7.3,,,2.69,,0.6,,,,,,16,2011,19.57,6.96,,16.5,
2011-02-17,,2,3.97,,,2.69,,0.6,,,,,,14,2011,24.09,7.14,,16,
2011-02-18,,2,3.27,,,2.69,,0.6,,,,,,12,2011,22.38,7.16,,16,
2011-02-22,,2,4.66,,,2.69,,0.6,,,,,,13,2011,15.85,7.14,,17,
2011-02-23,,2,4.49,,,2.69,,0.6,,,,,,12,2011,14.23,7.21,,17,
2011-02-24,,2,5.33,,,2.69,,0.6,,,,,,12,2011,17.88,7.16,,17,
2011-02-25,,2,4.69,,,2.69,,0.4,,,,,,14,2011,31.03,7.15,,14.5,
2011-02-26,,2,2.21,,,2.69,,0.5,,,,,,25,2011,22.75,7.18,,15.5,
2011-02-28,,2,3.89,,,2.69,,0.6,,,,,,13,2011,15.7,7.12,,16.5,
2011-03-01,,3,4.54,,,2.69,,0.6,,,,,,10,2011,14.59,7.05,,16,
2011-03-02,,3,3.92,,,2.69,,0.6,,,,,,11,2011,16.97,6.95,,16,
2011-03-03,,3,4.49,,,2.69,,0.6,,,,,,11,2011,15.21,7.09,,17,
2011-03-04,,3,3.98,,,2.69,,0.6,,,,,,10,2011,13.98,7.13,,18,
2011-03-07,,3,4.05,,,2.69,,0.5,,,,,,11,2011,19.87,7.15,,16.5,
2011-03-08,,3,3.18,,,2.69,,0.6,,,,,,10,2011,15.7,7.25,,17.5,
2011-03-09,,3,3.33,,,2.69,,0.6,,,,,,8,2011,14.11,7.2,,17.5,
2011-03-10,,3,4.07,,,2.69,,0.6,,,,,,9,2011,13.36,7.25,,18,
2011-03-11,,3,4.58,0.76,6.98,2.69,,0.7,,,6.3,,,8,2011,12.61,7.2,,18,
2011-03-14,,3,6.41,,,2.69,,0.6,,,,,,10,2011,15.45,7.14,,18.4,
2011-03-15,,3,4.96,,,2.69,,0.6,,,,,,9,2011,17.11,7.17,,17,
2011-03-16,,3,5,,,2.69,,0.6,,,,,,10,2011,21.46,7.06,,17,
2011-03-17,,3,3.9,,,2.69,,0.6,,,,,,9,2011,16.2,7.23,,17,
2011-03-18,,3,3.88,,,2.69,,0.6,,,,,,8,2011,23.82,7.12,,17.5,
2011-03-19,,3,4.49,,,2.69,,0.4,,,,,,26,2011,28.65,7.2,,15,
2011-03-20,,3,2.49,,,2.69,,0.4,,,,,,23,2011,30.14,7.3,,15,
2011-03-21,,3,1.99,,,2.69,,0.5,,,,,,20,2011,27.28,7.2,,16,
2011-03-22,,3,2.89,,,2.69,,0.6,,,,,,10,2011,20.78,7.17,,16.5,
2011-03-23,,3,2.82,,,2.69,,0.5,,,,,,10,2011,24.52,7.02,,16.5,
2011-03-24,,3,3.56,,,2.69,,0.5,,,,,,10,2011,27.52,7.03,,16,
2011-03-25,,3,2.95,,,2.69,,0.4,,,,,,29,2011,27.71,7.26,,15.5,
2011-03-26,,3,1.83,,,2.69,,0.4,,,,,,12,2011,28.63,6.91,,15.5,
2011-03-28,,3,3.5,,,2.69,,0.5,,,,,,11,2011,24.99,7.1,,16.5,
2011-03-29,,3,4.14,,,2.69,,0.6,,,,,,11,2011,17.96,7.17,,17,
2011-03-30,,3,3.98,,,2.69,,0.6,,,,,,11,2011,16.06,7.18,,16.5,
2011-03-31,,3,4.92,,,2.69,,0.6,,,,,,10,2011,15.1,7.2,,19,
2011-04-01,,4,4.94,,,2.69,,0.6,,,,,,10,2011,14.45,7.2,,19,
2011-04-04,,4,6.89,,,2.69,,0.6,,,,,,10,2011,12.92,7.27,,19,
2011-04-05,,4,7.01,,,2.69,,0.6,,,,,,8,2011,12.38,7.24,,19.5,
2011-04-06,,4,6.01,0.88,7.54,2.69,,0.6,,,8.6,,,8,2011,12.22,7.32,,19,
2011-04-07,,4,6.92,,,2.69,,0.6,,,,,,9,2011,12.18,7.3,,19,
2011-04-08,,4,6.51,,,2.69,,0.6,,,,,,8,2011,12,7.28,,19,
2011-04-11,,4,7.9,,,2.69,,0.6,,,,,,11,2011,11.34,7.09,,19.5,
2011-04-12,,4,7.47,,,2.69,,0.6,,,,,,10,2011,11.19,7.1,,20,
2011-04-13,,4,7.07,,,2.69,,0.6,,,,,,10,2011,11.09,7.04,,19,
2011-04-14,,4,6.8,,,2.69,,0.6,,,,,,9,2011,10.95,7.2,,19.5,
2011-04-15,,4,6.91,,,2.69,,0.6,,,,,,9,2011,10.94,7.08,,20,
2011-04-18,,4,6.62,,,2.69,,0.6,,,,,,9,2011,11.07,7.19,,20.5,
2011-04-19,,4,7.21,,,2.69,,0.7,,,,,,8,2011,10.89,7.19,,20.5,
2011-04-20,,4,7.17,,,2.69,,0.6,,,,,,9,2011,10.87,7.22,,20.5,
2011-04-21,,4,7.11,,,2.69,,0.7,,,,,,10,2011,10.93,7.16,,20,
2011-04-22,,4,5.99,,,2.69,,0.6,,,,,,9,2011,10.85,7.16,,20,
2011-04-25,,4,6.72,,,2.69,,0.6,,,,,,10,2011,10.43,7.2,,20,
2011-04-26,,4,8.11,,,2.69,,0.6,,,,,,10,2011,10.29,7.19,,20.5,
2011-04-27,,4,7.4,,,2.69,,0.6,,,,,,10,2011,10.11,7.13,,20.5,
2011-04-28,,4,7.2,,,2.69,,0.6,,,,,,11,2011,10.08,7.16,,21,
2011-04-29,,4,6.4,,,2.69,,0.6,,,,,,9,2011,9.91,7.17,,20.5,
2011-05-02,,5,7.95,,,2.69,,0.6,,,,,,13,2011,9.97,7.21,,22,
2011-05-03,,5,7.65,,,2.69,,0.7,,,,,,11,2011,9.88,7.24,,22,
2011-05-04,,5,7.86,,,2.69,,0.6,,,,,,11,2011,9.88,7.19,,22,
2011-05-05,,5,6.32,1.01,10.32,2.69,,0.6,,,9,,,10,2011,9.84,7.21,,23,
2011-05-06,,5,7,,,2.69,,0.6,,,,,,10,2011,9.98,7.19,,23,
2011-05-09,,5,8.19,,,2.69,,0.6,,,,,,12,2011,9.59,7.2,,21,
2011-05-10,,5,8.29,,,2.69,,0.6,,,,,,12,2011,9.3,7.2,,21,
2011-05-11,,5,13.2,,,2.69,,0.6,,,,,,12,2011,9.21,7.26,,21.5,
2011-05-12,,5,10.68,,,2.69,,0.6,,,,,,12,2011,9.15,7.21,,21.5,
2011-05-13,,5,8.7,,,2.69,,0.6,,,,,,11,2011,9.31,7.21,,21.5,
2011-05-16,,5,12.26,,,2.69,,0.7,,,,,,12,2011,10.33,7.21,,21.5,
2011-05-17,,5,11.19,,,2.69,,0.8,,,,,,11,2011,10.62,7.21,,21,
2011-05-18,,5,10.9,,,2.69,,0.9,,,,,,12,2011,10.64,7.24,,21,
2011-05-19,,5,10.22,,,2.69,,0.7,,,,,,12,2011,10.35,7.18,,21.5,
2011-05-20,,5,8.85,,,2.69,,0.7,,,,,,10,2011,10.22,7.22,,21,
2011-05-23,,5,12.11,,,2.69,,0.9,,,,,,11,2011,9.51,7.14,,21,
2011-05-24,,5,12.53,,,2.69,,0.9,,,,,,11,2011,9.08,7.12,,21,
2011-05-25,,5,12.17,,,2.69,,0.6,,,,,,11,2011,9.39,7.04,,20.5,
2011-05-26,,5,12.66,,,2.69,,0.6,,,,,,11,2011,9.13,7.17,,21,
2011-05-27,,5,10.84,,,2.69,,0.6,,,,,,11,2011,9.29,7.11,,22,
2011-05-31,,5,14.52,,,2.69,,0.6,,,,,,13,2011,9.58,7.23,,21.5,
2011-06-01,,6,14.13,,,2.69,,0.7,,,,,,11,2011,9.78,7.28,,21.5,
2011-06-02,,6,14.3,,,2.69,,0.6,,,,,,11,2011,9.55,7.22,,21.5,
2011-06-03,,6,11.7,,,2.69,,0.6,,,,,,11,2011,9.61,7.23,,21,
2011-06-06,,6,7.89,,,2.69,,0.6,,,,,,12,2011,12.07,7.26,,21,
2011-06-07,,6,8.46,,,2.69,,0.6,,,,,,12,2011,10.74,7.25,,21.5,
2011-06-08,,6,9.5,0.9,1.26,2.69,,0.6,,,12,,,11,2011,10.33,7.26,,21.5,
2011-06-09,,6,9.43,,,2.69,,0.6,,,,,,11,2011,10.08,7.28,,21.5,
2011-06-10,,6,10.23,,,2.69,,0.6,,,,,,12,2011,10,7.24,,22,
2011-06-13,,6,10.04,,,2.69,,0.6,,,,,,13,2011,10.25,7.19,,23,
2011-06-14,,6,10.71,,,2.69,,0.7,,,,,,12,2011,10.28,7.15,,23.5,
2011-06-15,,6,9.82,,,2.69,,0.7,,,,,,12,2011,10.17,7.1,,23.5,
2011-06-16,,6,8.17,,,2.69,,0.7,,,,,,15,2011,10.16,7.13,,23,
2011-06-17,,6,8.37,,,2.69,,0.7,,,,,,11,2011,10.25,7.19,,22,
2011-06-20,,6,9.43,,,2.69,,0.6,,,,,,12,2011,9.52,7.13,,23,
2011-06-21,,6,9.47,,,2.69,,0.6,,,,,,10,2011,9.35,7.15,,24,
2011-06-22,,6,8.63,,,2.69,,0.6,,,,,,10,2011,9.43,7.2,,23.5,
2011-06-23,,6,8.57,,,2.69,,0.6,,,,,,10,2011,9.26,7.17,,23.5,
2011-06-24,,6,7.92,,,2.69,,0.6,,,,,,10,2011,9.67,7.09,,24,
2011-06-27,,6,7.6,,,2.69,,0.6,,,,,,10,2011,9.8,7.24,,23.5,
2011-06-28,,6,8.72,,,2.69,,0.6,,,,,,10,2011,14.72,7.12,,22.5,
2011-06-29,,6,8.5,,,2.69,,0.6,,,,,,14,2011,12.71,7.12,,22,
2011-06-30,,6,6.1,,,2.69,,0.6,,,,,,11,2011,11.42,7.08,,23,
2011-07-01,,7,5.33,,,2.69,,0.6,,,,,,9,2011,11.03,7.09,,23.5,
2011-07-05,,7,8.62,,,2.69,,0.6,,,,,,9,2011,10.17,7.06,,24,
2011-07-06,,7,8.21,,,2.69,,0.7,,,,,,9,2011,10.09,7.12,,24.5,
2011-07-07,,7,9.54,,,2.69,,0.6,,,,,,10,2011,9.94,7.12,,24,
2011-07-08,,7,8.93,,,2.69,,0.7,,,,,,9,2011,10.07,7.1,,24,
2011-07-11,,7,9.95,,,2.69,,0.7,,,,,,8,2011,10.09,7.16,,23.5,
2011-07-12,,7,10.34,0.71,4.89,2.69,,0.7,,,12,,,8,2011,10.32,7.12,,24,
2011-07-13,,7,9.02,,,2.69,,0.7,,,,,,8,2011,10.05,7.2,,24,
2011-07-14,,7,8.25,,,2.69,,0.7,,,,,,8,2011,9.93,7.22,,24,
2011-07-15,,7,7.94,,,2.69,,0.7,,,,,,9,2011,9.96,7.17,,23.5,
2011-07-18,,7,8.89,,,2.69,,0.7,,,,,,9,2011,9.66,7.14,,24.5,
2011-07-19,,7,9.63,,,2.69,,0.7,,,,,,8,2011,9.44,7.04,,24.5,
2011-07-20,,7,8.86,,,2.69,,0.6,,,,,,9,2011,9.22,7.08,,24.5,
2011-07-21,,7,8.76,,,2.69,,0.6,,,,,,9,2011,9.19,7.07,,24.5,
2011-07-22,,7,8.56,,,2.69,,0.8,,,,,,8,2011,9.2,7.18,,25,
2011-07-25,,7,9.75,,,2.69,,0.7,,,,,,9,2011,9.5,7.18,,24.4,
2011-07-26,,7,10.12,,,2.69,,0.7,,,,,,9,2011,9.69,7.14,,24.5,
2011-07-27,,7,10.13,,,2.69,,0.7,,,,,,9,2011,9.47,7.15,,24.5,
2011-07-28,,7,9.44,,,2.69,,0.7,,,,,,8,2011,9.55,7.14,,24,
2011-07-29,,7,8.65,,,2.69,,0.7,,,,,,8,2011,9.73,7.12,,24.5,
2011-08-01,,8,6.23,,,2.69,,0.8,,,,,,14,2011,9.59,7.2,,24.5,
2011-08-02,,8,6.32,,,2.69,,0.8,,,,,,16,2011,9.33,7.17,,24.5,
2011-08-03,,8,4.94,1.82,6.83,2.69,,0.8,,,0.8,,,16,2011,9.4,7.07,,24.4,
2011-08-04,,8,3.76,,,2.69,,0.7,,,,,,14,2011,9.39,7.11,,24.5,
2011-08-05,,8,1.88,,,2.69,,0.7,,,,,,12,2011,9.46,7.08,,24.5,
2011-08-08,,8,3.69,,,2.69,,0.7,,,,,,9,2011,9.34,7.11,,24,
2011-08-09,,8,3.98,,,2.69,,0.7,,,,,,8,2011,9.42,7.12,,24.5,
2011-08-10,,8,4.13,,,2.69,,0.8,,,,,,8,2011,9.47,7.09,,24.5,
2011-08-11,,8,4.63,,,2.69,,0.8,,,,,,9,2011,9.25,7.2,,24,
2011-08-12,,8,4.59,,,2.69,,0.8,,,,,,9,2011,9.45,7.1,,24,
2011-08-15,,8,11.32,,,2.69,,0.8,,,,,,9,2011,9.24,7.18,,24.5,
2011-08-16,,8,11.05,,,2.69,,0.8,,,,,,10,2011,10.75,7.18,,24.5,
2011-08-17,,8,8.91,,,2.69,,0.8,,,,,,10,2011,9.19,7.16,,24.5,
2011-08-18,,8,6.27,,,2.69,,0.7,,,,,,10,2011,9.45,7.19,,24.5,
2011-08-19,,8,7.1,,,2.69,,0.6,,,,,,10,2011,9.17,7.19,,24,
2011-08-22,,8,9.42,,,2.69,,0.6,,,,,,7,2011,9.12,7.14,,24,
2011-08-23,,8,7.81,,,2.69,,0.7,,,,,,10,2011,10.16,7.08,,25,
2011-08-24,,8,5.99,,,2.69,,0.6,,,,,,10,2011,9.25,7.13,,25,
2011-08-25,,8,4.21,,,2.69,,0.6,,,,,,7,2011,9.26,7.13,,25,
2011-08-26,,8,4.11,,,2.69,,0.6,,,,,,7,2011,9.23,7.08,,25,
