Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,OrgN mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TDS mg/L,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2012-10-18,7.2,,7,1.15,21.6,,,8.2,31,7.7,,9.2,32,7.4,7.67,,9.21,7.04,9.71,19.5,
2012-10-25,6.8,,19.6,1.7,11.5,,,39,52.2,6.8,,21,34.2,7.1,6.92,,15.99,7.32,19.3,15.5,
2012-11-08,6.6,,18.4,2.05,12.3,,,18,32.4,6.1,,19,33.4,6,9.59,,12.59,7.26,18,16,
2012-11-20,5.3,,13.3,2.02,15.8,,,14,31.8,5.7,,15,32.8,5.7,10.7,,11.19,7.14,11.98,14.5,
2012-12-06,4.8,,6.51,1.53,21.1,,,6.9,29.5,4.7,,6.8,29.4,4.8,9.59,,6.27,6.89,15.92,14.5,
2012-12-16,4.2,,18,1.68,7.56,,,20,29.2,4.4,,21,30.2,4.7,10.4,,19.02,7.43,20.07,8.5,
2013-01-10,3.6,,21.6,1.35,8.3,,,17,26.7,3.8,,20,29.7,4.4,8.75,,18.1,7.37,23.7,9,
2013-01-15,3.7,,10.2,1.49,15.6,,,12,29.1,3.7,,11,28.1,4.1,11.8,,9.33,7.17,10.3,6,
2013-01-24,3.5,,15.1,1.3,9.9,,,17,28.2,4.1,,17,28.2,4.4,9.62,,18.7,7.29,19.4,11,
2013-02-07,4.1,,4.9,1.02,24.3,,,2.6,27.9,4.4,,6.7,32,4,10.5,,5.72,6.83,11.1,10.5,
2013-02-14,3.7,,13,1.86,12.2,,,12,26.1,3.9,,14,28.1,4.1,13.9,,18.3,7.27,23.8,11,
2013-02-26,3.4,,0.11,0.044,27.4,,,0.94,28.4,3.9,,1.9,29.3,4.1,11.3,,6.18,6.94,6.8,11.5,
2013-03-21,3.5,,3.57,2.99,18.2,,,3.7,24.9,3.8,,5.4,26.6,4.1,12.9,,12.3,6.98,17.2,13.5,
2013-03-26,3.5,,0.17,0.314,24.9,,,1.3,26.5,3.5,,1.4,26.6,3.7,13.7,,10.3,7.03,15.8,14,
2013-04-11,2.3,,0.12,0.217,24,,,1.4,25.6,2.3,,2.1,26.317,2.4,8.12,,11.7,6.93,11.8,18,
2013-04-16,1.9,,1.46,1.2,16,,,2.7,19.9,2.2,,3.7,20.9,2.3,9,,9.48,7.07,11.8,13.5,
2013-05-05,5.6,,2.73,0.6,17.8,,,4.9,23.3,5.7,,6.2,24.6,5.7,9.62,,6.87,7.12,9.3,21.5,
2013-05-19,5.5,,0.18,0.014,14.7,,,1.6,16.3,5.7,,3.3,18.014,5.9,7.12,,7.2,7.11,7.9,20,
2013-06-13,6.3,,0.1,0.009,14.1,,,0.22,14.3,6.5,,2.8,16.909,6.6,9.25,,8.82,7.16,8.9,20.5,
2013-06-20,5.7,,0.21,0.017,13.2,,,2.7,15.9,5.6,,4.2,17.417,6,9.38,,9.67,7.11,9.9,18.5,
2013-07-09,6.2,,0.114,0.009,11.5,,,2.3,13.8,6.1,,3.7,15.209,6.1,8.62,,5.77,7.33,9.6,22.1,
2013-07-23,4.6,,0.269,0.074,9.39,,,2.2,11.7,4.6,,4.5,13.964,4.8,10,,8.6,7.23,9.4,21.6,
2013-08-08,3.9,,0,0.032,6.57,,,2.3,8.9,4,,4.2,10.802,4.3,10.2,,8.77,7.34,9.73,21.1,
2013-08-20,3.4,,0.18,0.011,5.6,,,2,7.61,7,,3.3,8.911,6.9,12,,9.69,7.21,11,23.6,
2013-09-08,3.5,,0.245,0.036,6.24,,,2.4,8.68,3.6,,3.8,10.076,3.8,7.08,,7.51,7.22,11.3,23.1,
2013-09-19,3.6,,0.71,0.202,6.56,,,2.3,9.06,3.5,,4.5,11.262,3.9,9.33,,17.3,7.31,20.1,20.1,
2013-10-10,3.8,,0.72,0.36,7.52,,,2.4,10.3,3.8,,4.6,12.48,4.2,9.75,,6.73,7.27,14.9,17.5,
2013-10-20,4.5,,1.5,0.69,8.55,,,5.5,14.7,5,,6.1,15.34,5.3,7.42,,17,7.13,25,18.5,
2013-11-14,6.2,,3.21,1.2,13.6,,,3.9,18.7,7.2,,6.6,21.4,7.6,9.2,,11.2,7.11,23.8,16.5,
2013-11-17,6.2,,4.54,1.4,13.1,,,4.8,19.3,6.8,,6.6,21.1,7.1,9.4,,13.2,7.08,13.9,14,
2013-12-01,5.8,,0.1,0.017,20.8,,,0.07,20.9,6.5,,0.35,21.167,6.4,7,,7.58,6.98,8.49,13,
2013-12-19,4.4,,3.12,1,21.2,,,1.9,24.1,4.8,,3,25.2,5.2,5.5,,8.65,7.04,19,10.5,
2014-01-09,4.7,,2.1,1.8,20.8,,,1.7,24.3,5.1,,4.1,26.7,5.5,9.9,,10.1,6.86,10.7,12,
2014-01-14,5,,3.64,2.18,18.9,,,2.4,23.48,5.6,,3.2,24.28,5.8,15,,14.5,6.85,25.3,12,
2014-01-26,5.3,,2.34,1.85,23.4,,,1.5,26.75,5.8,,4.3,29.55,5.8,12.3,,9.37,6.81,10.1,12.5,
2014-02-04,1.8,,12,2.33,16,,,7.6,25.93,4.3,,12,30.33,5.2,13.6,,18.4,7.1,19.1,12,
2014-02-09,4.4,,5.46,1.9,21.8,,,4.1,27.8,4.7,,5.8,29.5,5,10.7,,11.1,6.86,20,13,
2014-02-18,4.4,,2.08,1.92,23.9,,,0.53,26.35,4.7,,2.2,28.02,4.9,7.2,,10.3,6.73,11,13.5,
2014-03-13,3.6,,2.79,1.8,16.6,,,2.6,21,3.7,,2.9,21.3,3.6,9.8,,9.71,6.93,10.9,15.5,
2014-03-20,3.6,,0.52,0.225,19.3,,,0.35,19.88,3.4,,0.67,20.195,3.7,10.6,,13.7,6.79,26,17,
2014-04-03,3.4,,3.16,1.21,13.3,,,2.4,16.91,3.8,,4.2,18.71,4.2,12.4,,14.7,7.12,19.2,14,
2014-04-17,4,,1.01,1.65,13.5,,,0.48,15.63,4,,2.2,17.35,4.2,13.6,,16.9,6.91,21,19,
2014-05-15,3.9,,0.1,0.05,12,,,1.1,13.15,4.2,,1.9,13.95,4.3,12.1,,12.6,7.12,21,22.5,
2014-05-22,2.6,,0.1,0.03,7.37,,,1.5,8.9,2.7,,3.3,10.7,2.9,11.2,,15.1,7.28,17,20,
2014-06-05,3,,0.1,0.01,7.34,,,1.1,8.45,2.7,,1.4,8.75,2.7,4.4,,6.14,7.23,13,21,
2014-06-19,3.8,,0.1,0.003,11.9,,,1,12.903,4.4,,1.5,13.403,4.4,2.7,,3.98,6.79,10,22,
2014-07-10,3.4,,0.05,,6.94,,,,,,,3,9.95,3.7,,,6.4,,,,
2014-07-17,3.3,,0.11,,6.5,,,,,,,3.2,9.71,3.6,,,7.73,,,,
2014-08-05,7.5,,1.48,,12.5,,,,,,,4.2,17.3,7.4,,,13.28,,,,
2014-08-21,3.4,,0.05,,8.69,,,,,,,2.1,10.8,3.6,,,17.98,,,,
2014-09-09,5.1,,0.17,,10.11,,,,,,,2.9,13.01,4.4,,,18.56,,,,
2014-09-16,4.4,,0.05,,11.31,,,,,,,2.3,13.61,3.8,,,7.13,,,,
2014-10-05,4.2,,1.65,,7.51,,,,,,,6,13.51,4.3,,,18.45,,,,
2014-10-12,4.4,,0.2395,,11.74,,,,,,,4.3,16.04,4.8,,,9.93,,,,
2014-12-04,4.5,,1.22,,19.88,,,,,,,2.4,22.28,5.14,,,9.62,,,,
2014-12-16,3.72,,8.66,,11.5,,,,,,,12,23.5,3.87,,,19.07,,,,
2015-01-06,3.81,,7.49,,17.25,,,,,,,7.2,24.45,3.97,,,12.72,,,,
2015-01-15,4.56,,7.68,,19.8,,,,,,,8,27.8,4.92,,,12.67,,,,
2015-02-10,3.86,,7.11,,16.95,,,,,,,8.7,25.65,4.12,,,13.43,,,,
2015-02-17,4.48,,9.343333333,,13.23,,,,,,,10,23.23,4.98,,,13.69,,,,
2015-03-10,4.66,,4.62,,16.74,,,,,,,5.2,21.94,5.14,,,12.85,,,,
2015-03-24,5.37,,0.61,,22.9,,,,,,,0.035,22.97,5.9,,,5.57,,,,
2015-07-15,,,,,,,,,,,,,,,,,6.32817806451613,,,,
2015-08-15,,,,,,,,,,,,,,,,,7.41222222222222,,,,
2015-09-15,,,,,,,,,,,,,,,,,9.43440266666667,,,,
2015-10-15,,,,,,,,,,,,,,,,,8.29018568583897,,,,
2015-11-15,,,,,,,,,,,,,,,,,12.4112,,,,
2015-12-15,,,,,,,,,,,,,,,,,14.1083333333333,,,,
2016-01-15,,,,,,,,,,,,,,,,,11.980338158146,,,,
2016-02-15,,,,,,,,,,,,,,,,,10.5829478978239,,,,
2016-03-15,,,,,,,,,,,,,,,,,12.4805090322581,,,,
2016-04-15,,,,,,,,,,,,,,,,,12.9085185185185,,,,
2016-05-15,,,,,,,,,,,,,,,,,8.08290322580645,,,,
2016-06-15,,,,,,,,,,,,,,,,,7.43785714285714,,,,
2016-07-15,,,,,,,,,,,,,,,,,8.45171095448156,,,,
2016-08-15,,,,,,,,,,,,,,,,,8.98884387170115,,,,
2016-09-15,,,,,,,,,,,,,,,,,7.215,,,,
2016-10-15,,,,,,,,,,,,,,,,,13.0267741935484,,,,
2016-11-15,,,,,,,,,,,,,,,,,9.51033333333333,,,,
2016-12-15,,,,,,,,,,,,,,,,,12.5116129032258,,,,
2017-01-15,,,,,,,,,,,,,,,,,16.1935483870968,,,,
2017-02-15,,,,,,,,,,,,,,,,,15.9592857142857,,,,
2017-03-15,,,,,,,,,,,,,,,,,16.8196774193548,,,,
2017-04-15,,,,,,,,,,,,,,,,,11.7416666666667,,,,
2017-05-15,,,,,,,,,,,,,,,,,11.0538709677419,,,,
2017-06-15,,,,,,,,,,,,,,,,,8.914,,,,
2017-07-15,,,,,,,,,,,,,,,,,8.86967741935484,,,,
2017-08-15,,,,,,,,,,,,,,,,,9.32903225806452,,,,
2017-09-15,,,,,,,,,,,,,,,,,8.55433333333333,,,,
2017-10-15,,,,,,,,,,,,,,,,,12.178064516129,,,,
2017-11-15,,,,,,,,,,,,,,,,,12.3883333333333,,,,
2017-12-15,,,,,,,,,,,,,,,,,9.14677419354839,,,,
2018-01-15,,,,,,,,,,,,,,,,,15.8003225806452,,,,
2018-02-15,,,,,,,,,,,,,,,,,9.42535714285714,,,,
2018-03-15,,,,,,,,,,,,,,,,,12.4622580645161,,,,
2018-04-15,,,,,,,,,,,,,,,,,11.797,,,,
2018-05-15,,,,,,,,,,,,,,,,,9.8241935483871,,,,
2018-06-15,,,,,,,,,,,,,,,,,7.566,,,,
